tract_geoid,disasterNumber,fema_claims_total,fema_claims_total_log1p,fema_claims_pc,applications,fema_claims_mean,declaration,tsa_eligible_rate,owner_rate,renter_rate,acs_total_population,svi_total_population,population_for_pc,median_household_income,pct_poverty,pct_elderly,pct_children,pct_black,pct_hispanic,pct_no_vehicle,pct_limited_english,housing_units,pct_mobile_homes,pct_multi_unit,pct_crowded_housing,max_wind_mph,total_rainfall_in,min_distance_km,pct_floodplain,in_fema_decl,in_noaa_exposure,coverage_label,state_abbr,county_name,acs_state_fips,state_fips,area_sq_mi,noaa_distance_km,noaa_max_wind_kt,noaa_duration_hours,noaa_within_64kt,noaa_wind_source,noaa_lead_time_cat1,noaa_lead_time_cat2,noaa_lead_time_cat3,noaa_lead_time_cat4,noaa_lead_time_cat5
22033001700,4611,551.62,6.314670604378717,0.1220398230088495,2,275.81,1,0.0,0.5,0.5,4520.0,4520.0,4520.0,86654.0,0.281,0.215,0.184,0.282,0.017,0.107,0.0,2473.0,0.0,0.211,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.397263369494,41.74835448844986,68.11145752588457,1.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033001800,4611,0.0,0.0,0.0,1,0.0,1,0.0,1.0,0.0,2630.0,2630.0,2630.0,55076.0,0.141,0.1889999999999999,0.171,0.288,0.033,0.139,0.024,1436.0,0.0,0.251,0.022,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,0.712607611892,39.40426661474597,68.11129177105319,3.0,,rmw_plateau,60.0,30.0,24.0,24.0,
22033001900,4611,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0,3359.0,3359.0,3359.0,91287.0,0.071,0.141,0.175,0.092,0.0279999999999999,0.06,0.0,1713.0,0.0,0.091,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.15697587861,39.54800251448621,68.55619324220999,3.25,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002000,4611,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0,3812.0,3812.0,3812.0,78264.0,0.069,0.2289999999999999,0.2189999999999999,0.01,0.06,0.091,0.008,1775.0,0.0,0.146,0.01,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,2.018530059042,36.80324937953456,68.90772943701168,4.0,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002200,4611,1701.77,7.440011615757924,1.4216959064327486,4,850.885,1,0.0,0.25,0.75,1197.0,1197.0,1197.0,32188.0,0.536,0.118,0.258,0.818,0.001,0.215,0.0,692.0,0.0,0.156,0.021,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,0.36333549557,44.97352155232706,68.02919897940839,0.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002300,4611,0.0,0.0,0.0,3,0.0,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,2642.0,2642.0,2642.0,89758.0,0.087,0.161,0.184,0.013,0.0279999999999999,0.017,0.0,1549.0,0.0,0.036,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,0.79465969232,43.46346544489294,68.40892053282711,0.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002400,4611,300.0,5.707110264748875,0.1269572577232331,5,75.0,1,0.2,0.0,1.0,2363.0,2363.0,2363.0,35822.0,0.4429999999999999,0.13,0.099,0.536,0.063,0.2289999999999999,0.086,1591.0,0.0,0.4029999999999999,0.0409999999999999,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,0.693119885646,47.04166513388137,68.31106064503382,0.5,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002500,4611,0.0,0.0,0.0,3,0.0,1,0.0,0.0,1.0,2668.0,2668.0,2668.0,34626.0,0.386,0.108,0.109,0.516,0.009,0.263,0.0,1886.0,0.0,0.511,0.017,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,0.51484385088,45.33682342415214,68.54755511960435,0.5,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002601,4611,0.0,0.0,0.0,1,0.0,1,0.0,1.0,0.0,4586.0,4586.0,4586.0,71118.0,0.265,0.156,0.136,0.019,0.045,0.024,0.003,2577.0,0.0,0.152,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.444264338158,43.68741548467209,69.29808470503077,1.0,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002602,4611,300.0,5.707110264748875,0.0588466065123577,2,300.0,1,0.0,0.0,1.0,5098.0,5098.0,5098.0,78424.0,0.157,0.174,0.264,0.283,0.018,0.042,0.0,2974.0,0.0,0.276,0.018,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,2.163174679098,41.37243094790266,70.43111916380086,2.5,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002700,4611,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0,1520.0,1520.0,1520.0,77917.0,0.193,0.149,0.23,0.519,0.019,0.072,0.0,735.0,0.0,0.0,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,0.62312615678,42.17462571693241,68.99066726789805,1.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033002801,4611,0.0,0.0,0.0,1,0.0,1,0.0,0.0,1.0,3218.0,3218.0,3218.0,2499.0,0.809,0.0,0.017,0.327,0.057,0.2189999999999999,0.019,1539.0,0.0,0.868,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.154710232074,47.36947056891828,69.0002973481627,0.5,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003000,4611,725.21,6.587839229196635,0.1502091963545981,4,362.605,1,0.25,0.25,0.75,4828.0,4828.0,4828.0,30322.0,0.563,0.068,0.181,0.889,0.032,0.28,0.0,1075.0,0.0,0.136,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,13.622278176406,47.1060865162923,65.0,0.25,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003201,4611,2980.31,8.000118080220293,0.729217029606068,6,745.0775,1,0.0,0.6666666666666666,0.3333333333333333,4087.0,4087.0,4087.0,44044.0,0.449,0.115,0.2739999999999999,0.8270000000000001,0.001,0.0409999999999999,0.0,1240.0,0.031,0.0,0.023,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,3.35512020195,36.838659639941014,65.0,3.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003202,4611,0.0,0.0,0.0,4,0.0,1,0.0,0.25,0.75,3120.0,3120.0,3120.0,59076.0,0.1939999999999999,0.191,0.147,0.7759999999999999,0.0,0.0,0.0,1298.0,0.03,0.0,0.016,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,6.7697225058159995,34.765474076240366,65.24009571488268,4.25,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003300,4611,367.3,5.90889782345102,0.0682206537890044,12,45.9125,1,0.1666666666666666,0.1666666666666666,0.8333333333333334,5384.0,5384.0,5384.0,37367.0,0.489,0.106,0.168,0.879,0.002,0.132,0.0,2262.0,0.0,0.182,0.105,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.885622939786,41.511307479988574,65.0,1.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003400,4611,300.0,5.707110264748875,0.0466345406497746,4,150.0,1,0.0,0.5,0.5,6433.0,6433.0,6433.0,30436.0,0.476,0.204,0.25,0.971,0.003,0.267,0.0,2546.0,0.0,0.215,0.064,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.73416361943,38.390254904159065,65.0,3.25,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003501,4611,0.0,0.0,0.0,3,0.0,1,0.0,0.6666666666666666,0.3333333333333333,3095.0,3095.0,3095.0,51181.0,0.368,0.179,0.311,0.7020000000000001,0.2339999999999999,0.013,0.111,1164.0,0.223,0.0,0.088,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,5.177898477502,33.47241782112919,65.44435786150176,4.25,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003504,4611,325.81,5.789378962272886,0.0508839606434483,6,108.60333333333334,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,6403.0,6403.0,6403.0,39939.0,0.517,0.154,0.284,0.988,0.012,0.05,0.0,2547.0,0.025,0.0,0.008,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,1.669566052116,36.01937020010642,65.16584209620488,4.0,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003505,4611,0.0,0.0,0.0,7,0.0,1,0.0,0.7142857142857143,0.2857142857142857,2477.0,2477.0,2477.0,43980.0,0.315,0.114,0.24,0.8420000000000001,0.1169999999999999,0.134,0.044,1257.0,0.074,0.209,0.06,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,3.066464169118,36.06617203419632,66.07802069246023,3.75,,rmw_plateau,60.0,30.0,24.0,24.0,
22033003506,4611,0.0,0.0,0.0,5,0.0,1,0.0,0.2,0.8,5119.0,5119.0,5119.0,52719.0,0.212,0.155,0.195,0.8420000000000001,0.0139999999999999,0.04,0.0,2587.0,0.0,0.128,0.0,,,,,1,0,fema_only,LA,East Baton Rouge Parish,22.0,22.0,2.948022361292,33.579991917632476,67.13282065114353,4.25,,rmw_plateau,60.0,30.0,24.0,24.0,
