tract_geoid,NAME,state_fips,total_population,median_household_income
48201421205,Census Tract 4212.05; Harris County; Texas,48,2877,40280
48201421206,Census Tract 4212.06; Harris County; Texas,48,2306,28795
48201421301,Census Tract 4213.01; Harris County; Texas,48,3245,35307
48201421302,Census Tract 4213.02; Harris County; Texas,48,5915,60350
48201421401,Census Tract 4214.01; Harris County; Texas,48,3895,34460
48201421402,Census Tract 4214.02; Harris County; Texas,48,3864,32543
48201421403,Census Tract 4214.03; Harris County; Texas,48,4793,32996
48201421501,Census Tract 4215.01; Harris County; Texas,48,4570,32424
48201421502,Census Tract 4215.02; Harris County; Texas,48,2806,42250
48201421601,Census Tract 4216.01; Harris County; Texas,48,2995,40745
48201421602,Census Tract 4216.02; Harris County; Texas,48,3350,43235
48201421700,Census Tract 4217; Harris County; Texas,48,4873,77837
48201421801,Census Tract 4218.01; Harris County; Texas,48,1907,43020
48201421802,Census Tract 4218.02; Harris County; Texas,48,2063,118344
48201421900,Census Tract 4219; Harris County; Texas,48,2833,158125
48201422000,Census Tract 4220; Harris County; Texas,48,2235,112105
48201422100,Census Tract 4221; Harris County; Texas,48,5443,87455
48201422200,Census Tract 4222; Harris County; Texas,48,5732,26102
48201422302,Census Tract 4223.02; Harris County; Texas,48,1936,72813
48201422303,Census Tract 4223.03; Harris County; Texas,48,2651,27834
48201422304,Census Tract 4223.04; Harris County; Texas,48,3813,40907
48201422403,Census Tract 4224.03; Harris County; Texas,48,2599,72931
48201422404,Census Tract 4224.04; Harris County; Texas,48,2494,38088
48201422405,Census Tract 4224.05; Harris County; Texas,48,1647,16082
48201422406,Census Tract 4224.06; Harris County; Texas,48,2752,53315
48201422501,Census Tract 4225.01; Harris County; Texas,48,3333,52629
48201422502,Census Tract 4225.02; Harris County; Texas,48,3487,37031
48201422601,Census Tract 4226.01; Harris County; Texas,48,3533,48355
48201422602,Census Tract 4226.02; Harris County; Texas,48,2317,65230
48201422701,Census Tract 4227.01; Harris County; Texas,48,5120,53937
48201422702,Census Tract 4227.02; Harris County; Texas,48,3088,75417
48201422800,Census Tract 4228; Harris County; Texas,48,5360,48884
48201422900,Census Tract 4229; Harris County; Texas,48,3256,44167
48201423001,Census Tract 4230.01; Harris County; Texas,48,3253,39167
48201423002,Census Tract 4230.02; Harris County; Texas,48,2854,32730
48201423100,Census Tract 4231; Harris County; Texas,48,2705,34366
48201423201,Census Tract 4232.01; Harris County; Texas,48,2957,74194
48201423203,Census Tract 4232.03; Harris County; Texas,48,2145,46498
48201423204,Census Tract 4232.04; Harris County; Texas,48,4402,30182
48201423301,Census Tract 4233.01; Harris County; Texas,48,4738,60016
48201423303,Census Tract 4233.03; Harris County; Texas,48,1330,64867
48201423304,Census Tract 4233.04; Harris County; Texas,48,3557,46544
48201423401,Census Tract 4234.01; Harris County; Texas,48,5196,70507
48201423402,Census Tract 4234.02; Harris County; Texas,48,4587,57446
48201423500,Census Tract 4235; Harris County; Texas,48,2163,98775
48201423600,Census Tract 4236; Harris County; Texas,48,6950,68655
48201430101,Census Tract 4301.01; Harris County; Texas,48,3214,75472
48201430102,Census Tract 4301.02; Harris County; Texas,48,2512,113615
48201430200,Census Tract 4302; Harris County; Texas,48,1475,71154
48201430300,Census Tract 4303; Harris County; Texas,48,4383,250001
48201430400,Census Tract 4304; Harris County; Texas,48,3114,250001
48201430500,Census Tract 4305; Harris County; Texas,48,2320,202500
48201430600,Census Tract 4306; Harris County; Texas,48,3834,250001
48201430700,Census Tract 4307; Harris County; Texas,48,3919,84154
48201430800,Census Tract 4308; Harris County; Texas,48,6552,146528
48201430900,Census Tract 4309; Harris County; Texas,48,5264,89674
48201431001,Census Tract 4310.01; Harris County; Texas,48,2291,105667
48201431002,Census Tract 4310.02; Harris County; Texas,48,3046,101505
48201431101,Census Tract 4311.01; Harris County; Texas,48,4952,52286
48201431102,Census Tract 4311.02; Harris County; Texas,48,4309,54614
48201431203,Census Tract 4312.03; Harris County; Texas,48,2387,58656
48201431204,Census Tract 4312.04; Harris County; Texas,48,2853,74807
48201431205,Census Tract 4312.05; Harris County; Texas,48,2617,41387
48201431206,Census Tract 4312.06; Harris County; Texas,48,1862,70905
48201431302,Census Tract 4313.02; Harris County; Texas,48,4834,123162
48201431303,Census Tract 4313.03; Harris County; Texas,48,1274,62031
48201431304,Census Tract 4313.04; Harris County; Texas,48,3247,64479
48201431401,Census Tract 4314.01; Harris County; Texas,48,2437,77216
48201431403,Census Tract 4314.03; Harris County; Texas,48,1840,105156
48201431404,Census Tract 4314.04; Harris County; Texas,48,2146,75223
48201431503,Census Tract 4315.03; Harris County; Texas,48,2340,105170
48201431504,Census Tract 4315.04; Harris County; Texas,48,2372,147763
48201431505,Census Tract 4315.05; Harris County; Texas,48,1316,111289
48201431506,Census Tract 4315.06; Harris County; Texas,48,2738,87184
48201431600,Census Tract 4316; Harris County; Texas,48,3324,121940
48201431701,Census Tract 4317.01; Harris County; Texas,48,1895,107868
48201431702,Census Tract 4317.02; Harris County; Texas,48,2669,192443
48201431801,Census Tract 4318.01; Harris County; Texas,48,3465,89000
48201431803,Census Tract 4318.03; Harris County; Texas,48,2298,84643
48201431804,Census Tract 4318.04; Harris County; Texas,48,2011,121150
48201431901,Census Tract 4319.01; Harris County; Texas,48,2526,58941
48201431902,Census Tract 4319.02; Harris County; Texas,48,2810,113125
48201432003,Census Tract 4320.03; Harris County; Texas,48,1712,52609
48201432004,Census Tract 4320.04; Harris County; Texas,48,2128,116319
48201432005,Census Tract 4320.05; Harris County; Texas,48,3549,46186
48201432006,Census Tract 4320.06; Harris County; Texas,48,2079,27034
48201432101,Census Tract 4321.01; Harris County; Texas,48,2951,41667
48201432102,Census Tract 4321.02; Harris County; Texas,48,4243,55772
48201432200,Census Tract 4322; Harris County; Texas,48,3600,50592
48201432301,Census Tract 4323.01; Harris County; Texas,48,3614,38452
48201432302,Census Tract 4323.02; Harris County; Texas,48,1948,-666666666
48201432303,Census Tract 4323.03; Harris County; Texas,48,2268,54912
48201432401,Census Tract 4324.01; Harris County; Texas,48,4411,45744
48201432402,Census Tract 4324.02; Harris County; Texas,48,2821,30237
48201432501,Census Tract 4325.01; Harris County; Texas,48,3200,37429
48201432502,Census Tract 4325.02; Harris County; Texas,48,1660,37019
48201432600,Census Tract 4326; Harris County; Texas,48,2062,74653
48201432703,Census Tract 4327.03; Harris County; Texas,48,1989,72679
48201432704,Census Tract 4327.04; Harris County; Texas,48,1711,51024
48201432705,Census Tract 4327.05; Harris County; Texas,48,5562,29196
48201432706,Census Tract 4327.06; Harris County; Texas,48,1596,31012
48201432803,Census Tract 4328.03; Harris County; Texas,48,2743,44509
48201432804,Census Tract 4328.04; Harris County; Texas,48,1873,56250
48201432805,Census Tract 4328.05; Harris County; Texas,48,2402,38362
48201432806,Census Tract 4328.06; Harris County; Texas,48,4827,37109
48201432901,Census Tract 4329.01; Harris County; Texas,48,3578,39846
48201432903,Census Tract 4329.03; Harris County; Texas,48,1959,39141
48201432904,Census Tract 4329.04; Harris County; Texas,48,3688,58688
48201433003,Census Tract 4330.03; Harris County; Texas,48,5634,42729
48201433004,Census Tract 4330.04; Harris County; Texas,48,2322,32799
48201433005,Census Tract 4330.05; Harris County; Texas,48,2068,36672
48201433006,Census Tract 4330.06; Harris County; Texas,48,2212,36575
48201433007,Census Tract 4330.07; Harris County; Texas,48,1595,41818
48201433100,Census Tract 4331; Harris County; Texas,48,3307,39911
48201433201,Census Tract 4332.01; Harris County; Texas,48,4241,37204
48201433202,Census Tract 4332.02; Harris County; Texas,48,3573,55709
48201433300,Census Tract 4333; Harris County; Texas,48,4842,88859
48201433400,Census Tract 4334; Harris County; Texas,48,4462,43016
48201433503,Census Tract 4335.03; Harris County; Texas,48,2597,37344
48201433504,Census Tract 4335.04; Harris County; Texas,48,3094,32310
48201433505,Census Tract 4335.05; Harris County; Texas,48,2067,29356
48201433506,Census Tract 4335.06; Harris County; Texas,48,2202,39799
48201433507,Census Tract 4335.07; Harris County; Texas,48,2941,29167
48201433601,Census Tract 4336.01; Harris County; Texas,48,2556,36554
48201433602,Census Tract 4336.02; Harris County; Texas,48,4219,46394
48201440101,Census Tract 4401.01; Harris County; Texas,48,2932,32687
48201440102,Census Tract 4401.02; Harris County; Texas,48,4683,85290
48201450100,Census Tract 4501; Harris County; Texas,48,2009,141875
48201450200,Census Tract 4502; Harris County; Texas,48,5864,169375
48201450301,Census Tract 4503.01; Harris County; Texas,48,2467,70145
48201450302,Census Tract 4503.02; Harris County; Texas,48,5990,69173
48201450401,Census Tract 4504.01; Harris County; Texas,48,1656,59224
48201450402,Census Tract 4504.02; Harris County; Texas,48,2040,110197
48201450500,Census Tract 4505; Harris County; Texas,48,2993,176198
48201450600,Census Tract 4506; Harris County; Texas,48,4943,71335
48201450700,Census Tract 4507; Harris County; Texas,48,6347,233542
48201450801,Census Tract 4508.01; Harris County; Texas,48,1724,77824
48201450803,Census Tract 4508.03; Harris County; Texas,48,5224,53209
48201450804,Census Tract 4508.04; Harris County; Texas,48,1878,40177
48201450900,Census Tract 4509; Harris County; Texas,48,3034,69945
48201451003,Census Tract 4510.03; Harris County; Texas,48,4384,46335
48201451004,Census Tract 4510.04; Harris County; Texas,48,2313,75216
48201451005,Census Tract 4510.05; Harris County; Texas,48,2393,31734
48201451006,Census Tract 4510.06; Harris County; Texas,48,2390,96728
48201451100,Census Tract 4511; Harris County; Texas,48,4479,80585
48201451200,Census Tract 4512; Harris County; Texas,48,2511,154981
48201451301,Census Tract 4513.01; Harris County; Texas,48,4012,71870
48201451302,Census Tract 4513.02; Harris County; Texas,48,3486,157626
48201451401,Census Tract 4514.01; Harris County; Texas,48,3547,58182
48201451404,Census Tract 4514.04; Harris County; Texas,48,4078,61352
48201451405,Census Tract 4514.05; Harris County; Texas,48,2600,65192
48201451406,Census Tract 4514.06; Harris County; Texas,48,2377,48117
48201451407,Census Tract 4514.07; Harris County; Texas,48,1460,38871
48201451501,Census Tract 4515.01; Harris County; Texas,48,3473,67984
48201451502,Census Tract 4515.02; Harris County; Texas,48,2260,51898
48201451603,Census Tract 4516.03; Harris County; Texas,48,3685,103808
48201451604,Census Tract 4516.04; Harris County; Texas,48,3614,129250
48201451605,Census Tract 4516.05; Harris County; Texas,48,3291,81295
48201451606,Census Tract 4516.06; Harris County; Texas,48,6517,102688
48201451700,Census Tract 4517; Harris County; Texas,48,4429,40149
48201451800,Census Tract 4518; Harris County; Texas,48,5740,57349
48201451902,Census Tract 4519.02; Harris County; Texas,48,2643,102500
48201451903,Census Tract 4519.03; Harris County; Texas,48,3299,31142
48201451904,Census Tract 4519.04; Harris County; Texas,48,3451,47188
48201452001,Census Tract 4520.01; Harris County; Texas,48,4873,41090
48201452002,Census Tract 4520.02; Harris County; Texas,48,3282,51479
48201452101,Census Tract 4521.01; Harris County; Texas,48,6143,66636
48201452102,Census Tract 4521.02; Harris County; Texas,48,2007,49821
48201452103,Census Tract 4521.03; Harris County; Texas,48,1688,80108
48201452202,Census Tract 4522.02; Harris County; Texas,48,3557,47943
48201452203,Census Tract 4522.03; Harris County; Texas,48,3072,41614
48201452204,Census Tract 4522.04; Harris County; Texas,48,2309,42261
48201452300,Census Tract 4523; Harris County; Texas,48,2443,63333
48201452401,Census Tract 4524.01; Harris County; Texas,48,3393,57953
48201452402,Census Tract 4524.02; Harris County; Texas,48,3896,55995
48201452501,Census Tract 4525.01; Harris County; Texas,48,2578,37679
48201452502,Census Tract 4525.02; Harris County; Texas,48,4608,36413
48201452601,Census Tract 4526.01; Harris County; Texas,48,5799,31071
48201452602,Census Tract 4526.02; Harris County; Texas,48,3475,66106
48201452701,Census Tract 4527.01; Harris County; Texas,48,4380,69423
48201452702,Census Tract 4527.02; Harris County; Texas,48,4341,36250
48201452703,Census Tract 4527.03; Harris County; Texas,48,3294,44434
48201452801,Census Tract 4528.01; Harris County; Texas,48,5614,53130
48201452802,Census Tract 4528.02; Harris County; Texas,48,6886,48871
48201452900,Census Tract 4529; Harris County; Texas,48,4832,62353
48201453001,Census Tract 4530.01; Harris County; Texas,48,3237,54196
48201453002,Census Tract 4530.02; Harris County; Texas,48,5690,65678
48201453100,Census Tract 4531; Harris County; Texas,48,4081,32963
48201453201,Census Tract 4532.01; Harris County; Texas,48,4248,50008
48201453202,Census Tract 4532.02; Harris County; Texas,48,4800,53114
48201453300,Census Tract 4533; Harris County; Texas,48,4855,33550
48201453401,Census Tract 4534.01; Harris County; Texas,48,2655,65625
48201453403,Census Tract 4534.03; Harris County; Texas,48,4096,35037
48201453404,Census Tract 4534.04; Harris County; Texas,48,3943,38281
48201453405,Census Tract 4534.05; Harris County; Texas,48,3623,34929
48201453501,Census Tract 4535.01; Harris County; Texas,48,6336,59263
48201453502,Census Tract 4535.02; Harris County; Texas,48,3592,56333
48201453601,Census Tract 4536.01; Harris County; Texas,48,1763,28194
48201453603,Census Tract 4536.03; Harris County; Texas,48,3726,36270
48201453604,Census Tract 4536.04; Harris County; Texas,48,4130,84213
48201453701,Census Tract 4537.01; Harris County; Texas,48,4939,60795
48201453702,Census Tract 4537.02; Harris County; Texas,48,4712,44941
48201453800,Census Tract 4538; Harris County; Texas,48,3577,49014
48201453901,Census Tract 4539.01; Harris County; Texas,48,5485,74292
48201453902,Census Tract 4539.02; Harris County; Texas,48,3924,41330
48201454000,Census Tract 4540; Harris County; Texas,48,4529,80329
48201454100,Census Tract 4541; Harris County; Texas,48,3761,62220
48201454200,Census Tract 4542; Harris County; Texas,48,4413,73953
48201454302,Census Tract 4543.02; Harris County; Texas,48,6064,69602
48201454303,Census Tract 4543.03; Harris County; Texas,48,3796,56957
48201454304,Census Tract 4543.04; Harris County; Texas,48,5597,47561
48201454305,Census Tract 4543.05; Harris County; Texas,48,3260,65413
48201454400,Census Tract 4544; Harris County; Texas,48,1081,54796
48201454502,Census Tract 4545.02; Harris County; Texas,48,2202,202083
48201454503,Census Tract 4545.03; Harris County; Texas,48,2875,173208
48201454504,Census Tract 4545.04; Harris County; Texas,48,5015,178208
48201454505,Census Tract 4545.05; Harris County; Texas,48,2733,194740
48201454600,Census Tract 4546; Harris County; Texas,48,5683,45571
48201454700,Census Tract 4547; Harris County; Texas,48,6973,132656
48201454801,Census Tract 4548.01; Harris County; Texas,48,4201,70192
48201454802,Census Tract 4548.02; Harris County; Texas,48,4697,91911
48201454901,Census Tract 4549.01; Harris County; Texas,48,2607,129972
48201454902,Census Tract 4549.02; Harris County; Texas,48,8533,98844
48201455000,Census Tract 4550; Harris County; Texas,48,3529,87625
48201455102,Census Tract 4551.02; Harris County; Texas,48,2825,106696
48201455103,Census Tract 4551.03; Harris County; Texas,48,4064,104671
48201455104,Census Tract 4551.04; Harris County; Texas,48,3176,70340
48201455200,Census Tract 4552; Harris County; Texas,48,4268,97477
48201455300,Census Tract 4553; Harris County; Texas,48,14668,70473
48201510100,Census Tract 5101; Harris County; Texas,48,2794,149808
48201510201,Census Tract 5102.01; Harris County; Texas,48,2331,116486
48201510202,Census Tract 5102.02; Harris County; Texas,48,5263,113263
48201510301,Census Tract 5103.01; Harris County; Texas,48,3467,123603
48201510302,Census Tract 5103.02; Harris County; Texas,48,3179,134412
48201510400,Census Tract 5104; Harris County; Texas,48,3769,113333
48201510500,Census Tract 5105; Harris County; Texas,48,4389,150852
48201510601,Census Tract 5106.01; Harris County; Texas,48,3439,120298
48201510602,Census Tract 5106.02; Harris County; Texas,48,4233,167599
48201510701,Census Tract 5107.01; Harris County; Texas,48,2265,76593
48201510702,Census Tract 5107.02; Harris County; Texas,48,2039,247670
48201510801,Census Tract 5108.01; Harris County; Texas,48,4110,144018
48201510802,Census Tract 5108.02; Harris County; Texas,48,2408,250001
48201510803,Census Tract 5108.03; Harris County; Texas,48,2230,107434
48201510901,Census Tract 5109.01; Harris County; Texas,48,5608,200466
48201510902,Census Tract 5109.02; Harris County; Texas,48,4277,122929
48201511001,Census Tract 5110.01; Harris County; Texas,48,3041,91675
48201511003,Census Tract 5110.03; Harris County; Texas,48,2333,92786
48201511004,Census Tract 5110.04; Harris County; Texas,48,1988,87956
48201511100,Census Tract 5111; Harris County; Texas,48,4105,140033
48201511201,Census Tract 5112.01; Harris County; Texas,48,2857,182679
48201511202,Census Tract 5112.02; Harris County; Texas,48,3399,186875
48201511301,Census Tract 5113.01; Harris County; Texas,48,4616,161310
48201511302,Census Tract 5113.02; Harris County; Texas,48,4422,177583
48201511400,Census Tract 5114; Harris County; Texas,48,2739,157969
48201511501,Census Tract 5115.01; Harris County; Texas,48,3309,143917
48201511502,Census Tract 5115.02; Harris County; Texas,48,5541,190650
48201511600,Census Tract 5116; Harris County; Texas,48,3554,77422
48201520100,Census Tract 5201; Harris County; Texas,48,2719,140388
48201520200,Census Tract 5202; Harris County; Texas,48,3095,110625
48201520301,Census Tract 5203.01; Harris County; Texas,48,2208,63828
48201520302,Census Tract 5203.02; Harris County; Texas,48,2624,41897
48201520400,Census Tract 5204; Harris County; Texas,48,3792,38434
48201520501,Census Tract 5205.01; Harris County; Texas,48,3609,53625
48201520502,Census Tract 5205.02; Harris County; Texas,48,4631,47204
48201520601,Census Tract 5206.01; Harris County; Texas,48,2706,41820
48201520603,Census Tract 5206.03; Harris County; Texas,48,1944,40000
48201520604,Census Tract 5206.04; Harris County; Texas,48,3057,70855
48201520700,Census Tract 5207; Harris County; Texas,48,4485,131000
48201521000,Census Tract 5210; Harris County; Texas,48,2293,46121
48201521100,Census Tract 5211; Harris County; Texas,48,2650,40833
48201521201,Census Tract 5212.01; Harris County; Texas,48,1962,56598
48201521202,Census Tract 5212.02; Harris County; Texas,48,3275,54971
48201521300,Census Tract 5213; Harris County; Texas,48,6265,55450
48201521401,Census Tract 5214.01; Harris County; Texas,48,4060,52974
48201521402,Census Tract 5214.02; Harris County; Texas,48,3523,51172
48201521501,Census Tract 5215.01; Harris County; Texas,48,2684,58427
48201521502,Census Tract 5215.02; Harris County; Texas,48,2893,84459
48201521600,Census Tract 5216; Harris County; Texas,48,3060,88091
48201521701,Census Tract 5217.01; Harris County; Texas,48,5219,30836
48201521702,Census Tract 5217.02; Harris County; Texas,48,2997,32716
48201521800,Census Tract 5218; Harris County; Texas,48,4975,70000
48201521900,Census Tract 5219; Harris County; Texas,48,6645,80974
48201522001,Census Tract 5220.01; Harris County; Texas,48,1806,65326
48201522002,Census Tract 5220.02; Harris County; Texas,48,2825,93750
48201522101,Census Tract 5221.01; Harris County; Texas,48,3435,44353
48201522102,Census Tract 5221.02; Harris County; Texas,48,4959,88125
48201522201,Census Tract 5222.01; Harris County; Texas,48,4629,75341
48201522202,Census Tract 5222.02; Harris County; Texas,48,4193,63526
48201522301,Census Tract 5223.01; Harris County; Texas,48,4084,56006
48201522302,Census Tract 5223.02; Harris County; Texas,48,3607,55038
48201522401,Census Tract 5224.01; Harris County; Texas,48,5553,73120
48201522402,Census Tract 5224.02; Harris County; Texas,48,3711,71708
48201522500,Census Tract 5225; Harris County; Texas,48,5321,229405
48201530101,Census Tract 5301.01; Harris County; Texas,48,3835,37532
48201530102,Census Tract 5301.02; Harris County; Texas,48,3029,65203
48201530200,Census Tract 5302; Harris County; Texas,48,3707,132906
48201530300,Census Tract 5303; Harris County; Texas,48,2605,74688
48201530400,Census Tract 5304; Harris County; Texas,48,3330,61536
48201530501,Census Tract 5305.01; Harris County; Texas,48,1706,45766
48201530502,Census Tract 5305.02; Harris County; Texas,48,2412,42070
48201530600,Census Tract 5306; Harris County; Texas,48,2812,61373
48201530701,Census Tract 5307.01; Harris County; Texas,48,1466,18419
48201530702,Census Tract 5307.02; Harris County; Texas,48,3778,37850
48201530800,Census Tract 5308; Harris County; Texas,48,4133,42807
48201530900,Census Tract 5309; Harris County; Texas,48,4464,95338
48201531000,Census Tract 5310; Harris County; Texas,48,4672,136375
48201531100,Census Tract 5311; Harris County; Texas,48,3507,168448
48201531200,Census Tract 5312; Harris County; Texas,48,3375,77473
48201531300,Census Tract 5313; Harris County; Texas,48,5233,58672
48201531400,Census Tract 5314; Harris County; Texas,48,2113,92750
48201531500,Census Tract 5315; Harris County; Texas,48,2638,85403
48201531600,Census Tract 5316; Harris County; Texas,48,2639,141357
48201531700,Census Tract 5317; Harris County; Texas,48,3934,181685
48201531800,Census Tract 5318; Harris County; Texas,48,3122,32883
48201531900,Census Tract 5319; Harris County; Texas,48,5624,38399
48201532003,Census Tract 5320.03; Harris County; Texas,48,4460,40360
48201532004,Census Tract 5320.04; Harris County; Texas,48,4803,32283
48201532101,Census Tract 5321.01; Harris County; Texas,48,4283,71346
48201532102,Census Tract 5321.02; Harris County; Texas,48,3331,32595
48201532200,Census Tract 5322; Harris County; Texas,48,3794,34890
48201532301,Census Tract 5323.01; Harris County; Texas,48,4674,58750
48201532302,Census Tract 5323.02; Harris County; Texas,48,3735,58309
48201532400,Census Tract 5324; Harris County; Texas,48,6207,57399
48201532502,Census Tract 5325.02; Harris County; Texas,48,5540,53916
48201532503,Census Tract 5325.03; Harris County; Texas,48,5734,85773
48201532504,Census Tract 5325.04; Harris County; Texas,48,4335,102313
48201532600,Census Tract 5326; Harris County; Texas,48,7030,48629
48201532700,Census Tract 5327; Harris County; Texas,48,5685,57051
48201532800,Census Tract 5328; Harris County; Texas,48,2120,73750
48201532900,Census Tract 5329; Harris County; Texas,48,4722,38740
48201533000,Census Tract 5330; Harris County; Texas,48,2450,31215
48201533100,Census Tract 5331; Harris County; Texas,48,6308,61033
48201533200,Census Tract 5332; Harris County; Texas,48,4498,36886
48201533301,Census Tract 5333.01; Harris County; Texas,48,2922,39175
48201533302,Census Tract 5333.02; Harris County; Texas,48,3657,54310
48201533401,Census Tract 5334.01; Harris County; Texas,48,4774,47365
48201533402,Census Tract 5334.02; Harris County; Texas,48,5535,45476
48201533500,Census Tract 5335; Harris County; Texas,48,4206,59114
48201533600,Census Tract 5336; Harris County; Texas,48,5179,37420
48201533701,Census Tract 5337.01; Harris County; Texas,48,6682,35894
48201533702,Census Tract 5337.02; Harris County; Texas,48,3488,48188
48201533802,Census Tract 5338.02; Harris County; Texas,48,7944,62634
48201533803,Census Tract 5338.03; Harris County; Texas,48,6602,57083
48201533804,Census Tract 5338.04; Harris County; Texas,48,6649,92327
48201533902,Census Tract 5339.02; Harris County; Texas,48,5161,25625
48201533903,Census Tract 5339.03; Harris County; Texas,48,4375,83984
48201533904,Census Tract 5339.04; Harris County; Texas,48,4488,56233
48201534001,Census Tract 5340.01; Harris County; Texas,48,3465,59484
48201534002,Census Tract 5340.02; Harris County; Texas,48,5268,54247
48201534003,Census Tract 5340.03; Harris County; Texas,48,2421,99929
48201534101,Census Tract 5341.01; Harris County; Texas,48,2911,81862
48201534102,Census Tract 5341.02; Harris County; Texas,48,4390,83714
48201534201,Census Tract 5342.01; Harris County; Texas,48,3465,66250
48201534203,Census Tract 5342.03; Harris County; Texas,48,2271,57679
48201534204,Census Tract 5342.04; Harris County; Texas,48,4246,71448
48201534205,Census Tract 5342.05; Harris County; Texas,48,4140,88254
48201540101,Census Tract 5401.01; Harris County; Texas,48,6140,229792
48201540102,Census Tract 5401.02; Harris County; Texas,48,5985,77366
48201540200,Census Tract 5402; Harris County; Texas,48,1893,45046
48201540502,Census Tract 5405.02; Harris County; Texas,48,4682,86309
48201540503,Census Tract 5405.03; Harris County; Texas,48,4160,37444
48201540504,Census Tract 5405.04; Harris County; Texas,48,3240,55587
48201540601,Census Tract 5406.01; Harris County; Texas,48,4042,90214
48201540602,Census Tract 5406.02; Harris County; Texas,48,7731,90536
48201540700,Census Tract 5407; Harris County; Texas,48,5145,81079
48201540800,Census Tract 5408; Harris County; Texas,48,6461,65982
48201540901,Census Tract 5409.01; Harris County; Texas,48,2962,122292
48201540903,Census Tract 5409.03; Harris County; Texas,48,3780,62379
48201540904,Census Tract 5409.04; Harris County; Texas,48,4790,72099
48201541004,Census Tract 5410.04; Harris County; Texas,48,5456,80208
48201541005,Census Tract 5410.05; Harris County; Texas,48,4405,68429
48201541006,Census Tract 5410.06; Harris County; Texas,48,7014,102383
48201541007,Census Tract 5410.07; Harris County; Texas,48,6825,117877
48201541008,Census Tract 5410.08; Harris County; Texas,48,2579,122206
48201541009,Census Tract 5410.09; Harris County; Texas,48,4603,110871
48201541100,Census Tract 5411; Harris County; Texas,48,7920,103696
48201541203,Census Tract 5412.03; Harris County; Texas,48,2460,107045
48201541204,Census Tract 5412.04; Harris County; Texas,48,5805,79208
48201541205,Census Tract 5412.05; Harris County; Texas,48,3506,110385
48201541206,Census Tract 5412.06; Harris County; Texas,48,4879,107112
48201541207,Census Tract 5412.07; Harris County; Texas,48,4288,153271
48201541301,Census Tract 5413.01; Harris County; Texas,48,5567,71750
48201541302,Census Tract 5413.02; Harris County; Texas,48,7836,71042
48201541401,Census Tract 5414.01; Harris County; Texas,48,4604,95000
48201541402,Census Tract 5414.02; Harris County; Texas,48,2821,70219
48201541403,Census Tract 5414.03; Harris County; Texas,48,3247,49790
48201541404,Census Tract 5414.04; Harris County; Texas,48,3033,94106
48201541500,Census Tract 5415; Harris County; Texas,48,5744,90575
48201541603,Census Tract 5416.03; Harris County; Texas,48,7808,61403
48201541604,Census Tract 5416.04; Harris County; Texas,48,9967,108768
48201541701,Census Tract 5417.01; Harris County; Texas,48,6652,102792
48201541702,Census Tract 5417.02; Harris County; Texas,48,2556,71560
48201541703,Census Tract 5417.03; Harris County; Texas,48,3016,71064
48201541801,Census Tract 5418.01; Harris County; Texas,48,3301,60536
48201541802,Census Tract 5418.02; Harris County; Texas,48,3818,54202
48201541901,Census Tract 5419.01; Harris County; Texas,48,2892,120000
48201541902,Census Tract 5419.02; Harris County; Texas,48,4567,97958
48201542001,Census Tract 5420.01; Harris County; Texas,48,4528,80131
48201542002,Census Tract 5420.02; Harris County; Texas,48,2241,135042
48201542003,Census Tract 5420.03; Harris County; Texas,48,3779,67316
48201542004,Census Tract 5420.04; Harris County; Texas,48,3328,77107
48201542103,Census Tract 5421.03; Harris County; Texas,48,9086,88279
48201542104,Census Tract 5421.04; Harris County; Texas,48,8007,81741
48201542105,Census Tract 5421.05; Harris County; Texas,48,8418,87149
48201542106,Census Tract 5421.06; Harris County; Texas,48,8350,80422
48201542107,Census Tract 5421.07; Harris County; Texas,48,3729,87031
48201542108,Census Tract 5421.08; Harris County; Texas,48,5064,90500
48201542201,Census Tract 5422.01; Harris County; Texas,48,7237,93548
48201542202,Census Tract 5422.02; Harris County; Texas,48,8625,68818
48201542203,Census Tract 5422.03; Harris County; Texas,48,10790,81590
48201542302,Census Tract 5423.02; Harris County; Texas,48,7531,91384
48201542303,Census Tract 5423.03; Harris County; Texas,48,3236,106171
48201542304,Census Tract 5423.04; Harris County; Texas,48,5827,100458
48201542305,Census Tract 5423.05; Harris County; Texas,48,4602,93021
48201542401,Census Tract 5424.01; Harris County; Texas,48,5078,32410
48201542402,Census Tract 5424.02; Harris County; Texas,48,5940,77056
48201542500,Census Tract 5425; Harris County; Texas,48,3863,64704
48201542600,Census Tract 5426; Harris County; Texas,48,7370,94055
48201542700,Census Tract 5427; Harris County; Texas,48,4108,71914
48201542800,Census Tract 5428; Harris County; Texas,48,8449,98500
48201542901,Census Tract 5429.01; Harris County; Texas,48,9577,108884
48201542902,Census Tract 5429.02; Harris County; Texas,48,28999,120947
48201543004,Census Tract 5430.04; Harris County; Texas,48,13165,188141
48201543005,Census Tract 5430.05; Harris County; Texas,48,8212,104552
48201543006,Census Tract 5430.06; Harris County; Texas,48,17397,139004
48201543007,Census Tract 5430.07; Harris County; Texas,48,20431,179290
48201543008,Census Tract 5430.08; Harris County; Texas,48,5429,73787
48201543009,Census Tract 5430.09; Harris County; Texas,48,5104,99250
48201543010,Census Tract 5430.10; Harris County; Texas,48,4930,112976
