tract_geoid,applications,ppfvl_sum,ppfvl_mean,tsa_eligible_rate,owner_rate,renter_rate
12086009024,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
12086009026,1,341.7,341.7,0.0,0.0,1.0
12086009027,5,0.0,0.0,0.0,0.0,1.0
12086009028,1,0.0,,0.0,1.0,0.0
12086009029,4,0.0,0.0,0.5,0.25,0.75
12086009030,9,683.4,136.68,0.6666666666666666,0.4444444444444444,0.5555555555555556
12086009031,6,0.0,0.0,0.3333333333333333,0.16666666666666666,0.8333333333333334
12086009034,13,0.0,0.0,0.46153846153846156,0.3076923076923077,0.6923076923076923
12086009035,2,0.0,0.0,0.5,0.5,0.5
12086009036,4,0.0,0.0,0.75,0.5,0.5
12086009038,2,0.0,,0.5,0.5,0.5
12086009039,3,0.0,,1.0,0.0,1.0
12086009043,4,0.0,0.0,0.25,0.5,0.5
12086009100,10,0.0,0.0,0.6,0.0,1.0
12086009200,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
12086009305,5,0.0,0.0,0.6,0.6,0.4
12086009306,14,0.0,0.0,0.6428571428571429,0.42857142857142855,0.5714285714285714
12086009307,7,1927.8,481.95,0.2857142857142857,0.0,1.0
12086009308,7,0.0,0.0,0.42857142857142855,0.14285714285714285,0.8571428571428571
12086009309,6,341.7,341.7,0.16666666666666666,0.16666666666666666,0.8333333333333334
12086009311,8,0.0,0.0,0.25,0.125,0.875
12086009312,3,0.0,0.0,1.0,0.0,1.0
12086009313,5,0.0,0.0,0.6,0.6,0.4
12086009314,7,0.0,0.0,0.42857142857142855,0.14285714285714285,0.8571428571428571
12086009400,10,341.7,113.89999999999999,0.1,0.7,0.3
12086009501,8,341.7,113.89999999999999,0.375,0.5,0.5
12086009503,8,341.7,113.89999999999999,0.375,0.5,0.5
12086009504,5,0.0,0.0,0.4,0.6,0.4
12086009600,10,0.0,0.0,0.5,0.1,0.9
12086009703,5,0.0,,0.2,1.0,0.0
12086009704,6,0.0,,0.16666666666666666,0.5,0.5
12086009705,8,341.7,170.85,0.375,0.75,0.25
12086009706,4,0.0,0.0,0.25,0.25,0.75
12086009803,19,0.0,0.0,0.42105263157894735,0.15789473684210525,0.8421052631578947
12086009804,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
12086009806,4,341.7,113.89999999999999,0.5,0.5,0.5
12086009807,13,683.4,113.89999999999999,0.3076923076923077,0.3076923076923077,0.6923076923076923
12086009808,10,0.0,0.0,0.2,0.4,0.6
12086009901,14,683.4,97.62857142857142,0.42857142857142855,0.2857142857142857,0.7142857142857143
12086009903,6,341.7,341.7,0.6666666666666666,0.5,0.5
12086009904,10,341.7,113.89999999999999,0.2,0.0,1.0
12086009905,11,0.0,0.0,0.36363636363636365,0.7272727272727273,0.2727272727272727
12086009906,8,341.7,113.89999999999999,0.5,0.375,0.625
12086010001,15,341.7,48.81428571428571,0.3333333333333333,0.3333333333333333,0.6666666666666666
12086010005,16,341.7,42.7125,0.125,0.625,0.375
12086010006,18,341.7,56.949999999999996,0.3333333333333333,0.3333333333333333,0.6666666666666666
12086010009,12,5441.7,1088.34,0.16666666666666666,0.4166666666666667,0.5
12086010010,11,1927.8,321.3,0.45454545454545453,0.5454545454545454,0.45454545454545453
12086010011,8,0.0,0.0,0.625,0.5,0.5
12086010012,8,341.7,170.85,0.0,0.625,0.375
12086010013,5,0.0,0.0,0.8,0.6,0.4
12086010015,10,341.7,34.17,0.1,1.0,0.0
12086010016,9,0.0,0.0,0.3333333333333333,0.7777777777777778,0.2222222222222222
12086010193,5,0.0,0.0,0.4,0.2,0.8
12086010198,2,0.0,0.0,0.0,0.5,0.5
12086010201,7,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855
12086010204,10,0.0,0.0,0.4,0.7,0.3
12086010205,2,341.7,170.85,1.0,0.0,1.0
12086010207,12,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666
12086010208,11,341.7,56.949999999999996,0.45454545454545453,0.2727272727272727,0.7272727272727273
12086010209,5,341.7,170.85,0.0,0.2,0.8
12086010210,9,683.4,170.85,0.3333333333333333,0.3333333333333333,0.6666666666666666
12086010300,10,683.4,170.85,0.1,0.5,0.5
12086010400,7,0.0,,0.2857142857142857,0.2857142857142857,0.7142857142857143
12086010500,14,0.0,0.0,0.35714285714285715,0.5,0.5
12086010604,2,0.0,,0.5,1.0,0.0
12086010606,5,0.0,0.0,0.8,0.4,0.6
12086010608,13,341.7,68.34,0.5384615384615384,0.46153846153846156,0.5384615384615384
12086010609,8,341.7,85.425,0.25,0.375,0.625
12086010610,3,0.0,,0.0,1.0,0.0
12086010612,12,0.0,0.0,0.3333333333333333,0.5833333333333334,0.4166666666666667
12086010613,4,0.0,0.0,0.75,0.25,0.75
12086010614,16,0.0,0.0,0.3125,0.8125,0.1875
12086010617,11,0.0,0.0,0.2727272727272727,0.2727272727272727,0.7272727272727273
12086010703,16,1025.1,113.89999999999999,0.375,0.5625,0.4375
12086010704,14,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714
12086010801,6,341.7,113.89999999999999,0.3333333333333333,0.5,0.5
12086010802,16,341.7,113.89999999999999,0.3125,0.1875,0.8125
12086010900,9,0.0,0.0,0.5555555555555556,0.4444444444444444,0.5555555555555556
12086011001,12,0.0,0.0,0.3333333333333333,0.0,1.0
12086011003,7,341.7,85.425,0.14285714285714285,0.0,1.0
12086011005,12,0.0,0.0,0.4166666666666667,0.5,0.5
12086011007,10,0.0,0.0,0.6,0.6,0.4
12086011008,5,0.0,0.0,0.2,0.2,0.8
12086011009,7,0.0,0.0,0.5714285714285714,0.14285714285714285,0.8571428571428571
12086011101,8,341.7,85.425,0.5,0.125,0.875
12086011102,8,341.7,170.85,0.5,0.5,0.5
12086011201,4,0.0,0.0,0.0,1.0,0.0
12086011202,3,0.0,,0.3333333333333333,0.6666666666666666,0.3333333333333333
12086011300,15,2952.8999999999996,421.8428571428571,0.4,0.06666666666666667,0.9333333333333333
12086011401,17,0.0,0.0,0.5882352941176471,0.17647058823529413,0.8235294117647058
12086011403,12,341.7,113.89999999999999,0.08333333333333333,0.3333333333333333,0.6666666666666666
12086011404,3,341.7,170.85,0.6666666666666666,0.3333333333333333,0.6666666666666666
12086011500,16,341.7,42.7125,0.375,0.75,0.25
12086011600,8,1927.8,963.9,0.25,0.5,0.5
12086011700,12,341.7,56.949999999999996,0.4166666666666667,0.16666666666666666,0.8333333333333334
12086011800,2,0.0,,1.0,0.5,0.5
12086011900,5,0.0,,0.2,0.0,1.0
12086012000,15,0.0,0.0,0.4,0.06666666666666667,0.9333333333333333
12086012100,11,341.7,170.85,0.36363636363636365,0.45454545454545453,0.5454545454545454
12086012200,6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
12086012300,3,0.0,,0.6666666666666666,0.0,1.0
12086012400,7,0.0,0.0,0.2857142857142857,0.5714285714285714,0.42857142857142855
12086012500,7,0.0,0.0,0.14285714285714285,0.2857142857142857,0.7142857142857143
12086012600,12,0.0,0.0,0.3333333333333333,0.4166666666666667,0.5833333333333334
12086012700,3,0.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333
12086012800,8,0.0,0.0,0.125,0.625,0.375
12086012900,4,0.0,0.0,0.25,0.5,0.5
12086013000,5,341.7,113.89999999999999,0.6,0.6,0.4
12086013100,8,0.0,0.0,0.375,0.625,0.375
12086013200,6,0.0,0.0,0.3333333333333333,0.16666666666666666,0.8333333333333334
12086013300,8,0.0,0.0,0.375,0.625,0.375
12086013400,4,0.0,0.0,0.0,0.25,0.75
12086013500,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
12086013600,5,0.0,0.0,0.4,0.2,0.8
12086013700,6,0.0,0.0,0.16666666666666666,0.5,0.5
12086013800,14,683.4,113.89999999999999,0.2857142857142857,0.2857142857142857,0.7142857142857143
12086013900,7,0.0,0.0,0.2857142857142857,0.5714285714285714,0.42857142857142855
12086014200,4,0.0,0.0,0.25,0.75,0.25
12086014300,1,0.0,0.0,0.0,0.0,1.0
12086014400,3,0.0,0.0,0.3333333333333333,1.0,0.0
12086014500,8,0.0,0.0,0.0,0.625,0.375
12086014600,4,0.0,0.0,0.5,0.5,0.5
12086014700,6,341.7,113.89999999999999,0.5,0.3333333333333333,0.6666666666666666
12086014800,6,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666
12086014900,6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
12086015000,8,0.0,0.0,0.25,0.875,0.125
12086015100,9,0.0,0.0,0.3333333333333333,0.8888888888888888,0.1111111111111111
12086015300,2,0.0,0.0,0.0,1.0,0.0
12086015400,5,0.0,0.0,0.6,0.4,0.6
12086015500,5,0.0,,0.2,0.2,0.8
12086015600,4,0.0,,0.0,0.25,0.75
12086015700,3,0.0,,0.3333333333333333,1.0,0.0
12086015800,4,0.0,0.0,0.0,0.5,0.5
12086015900,3,0.0,0.0,0.0,1.0,0.0
12086016000,5,0.0,0.0,0.4,0.6,0.4
12086016100,2,0.0,,0.0,0.5,0.5
12086016200,1,0.0,,0.0,1.0,0.0
12086016300,5,0.0,0.0,0.2,1.0,0.0
12086016400,5,0.0,0.0,0.4,0.8,0.2
12086016500,6,683.4,341.7,0.0,0.5,0.5
12086016600,7,683.4,170.85,0.42857142857142855,0.42857142857142855,0.5714285714285714
12086016700,8,3855.6,963.9,0.25,0.375,0.625
12086016800,3,341.7,170.85,1.0,0.3333333333333333,0.6666666666666666
12086016900,5,0.0,,0.4,0.2,0.8
12086017000,8,0.0,0.0,0.375,0.5,0.5
12086017100,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
12086017200,2,0.0,,0.0,0.5,0.5
12086017300,2,0.0,,0.5,0.5,0.5
12086017400,7,0.0,0.0,0.14285714285714285,0.2857142857142857,0.7142857142857143
12086017500,3,0.0,0.0,0.3333333333333333,0.0,1.0
12086017600,9,0.0,0.0,0.3333333333333333,0.2222222222222222,0.7777777777777778
12086017700,9,0.0,0.0,0.4444444444444444,0.2222222222222222,0.7777777777777778
12086017800,10,0.0,0.0,0.2,0.0,1.0
12086017900,6,341.7,113.89999999999999,0.16666666666666666,0.5,0.5
12086018000,4,0.0,0.0,0.0,0.25,0.75
12086018100,2,0.0,0.0,1.0,0.0,1.0
12086018200,5,0.0,,0.2,0.6,0.4
12086018300,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
12086018400,5,0.0,,0.2,0.4,0.6
12086018500,9,341.7,113.89999999999999,0.2222222222222222,0.2222222222222222,0.7777777777777778
12086018600,9,0.0,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556
12086018700,4,0.0,,0.75,0.75,0.25
12086018800,10,341.7,85.425,0.3,0.2,0.8
12086018900,3,0.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333
12086019000,9,341.7,113.89999999999999,0.4444444444444444,0.4444444444444444,0.5555555555555556
12086019100,8,0.0,0.0,0.0,0.625,0.375
12086019200,3,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
12086019300,6,341.7,170.85,0.16666666666666666,0.6666666666666666,0.3333333333333333
12086019400,12,0.0,0.0,0.16666666666666666,0.5833333333333334,0.4166666666666667
12086019500,8,0.0,0.0,0.125,0.375,0.625
12086019600,2,0.0,,0.0,1.0,0.0
12086019700,1,0.0,0.0,0.0,1.0,0.0
12086019800,11,0.0,0.0,0.45454545454545453,0.7272727272727273,0.2727272727272727
12086019900,5,0.0,0.0,0.6,0.4,0.6
12086020000,8,0.0,,0.375,0.875,0.125
12086020100,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
12086020200,5,0.0,,0.6,0.4,0.6
12086020300,7,0.0,0.0,0.2857142857142857,0.2857142857142857,0.7142857142857143
12086490100,3,0.0,0.0,0.0,0.0,1.0
12086980300,1,0.0,0.0,0.0,0.0,1.0
12086980500,1,0.0,0.0,0.0,0.0,1.0
12087970200,1,0.0,,0.0,0.0,1.0
12087970300,6,341.7,113.89999999999999,0.3333333333333333,0.6666666666666666,0.3333333333333333
12087970400,8,2269.5,453.9,0.375,0.375,0.625
12087970500,7,341.7,68.34,0.2857142857142857,0.42857142857142855,0.5714285714285714
12087970600,7,1927.8,321.3,0.5714285714285714,0.7142857142857143,0.2857142857142857
12087970700,5,3855.6,1927.8,0.4,0.6,0.4
12087970800,6,0.0,0.0,0.5,0.5,0.5
12087970900,4,0.0,0.0,0.25,0.0,1.0
12087971001,5,341.7,170.85,0.2,0.8,0.2
12087971002,5,7027.8,1756.95,0.4,0.2,0.8
12087971100,13,7027.8,1003.9714285714286,0.5384615384615384,0.38461538461538464,0.6153846153846154
12087971200,6,3855.6,771.12,0.3333333333333333,0.3333333333333333,0.6666666666666666
12087971300,14,2952.9,246.07500000000002,0.5714285714285714,0.42857142857142855,0.5714285714285714
12087971401,11,12811.199999999999,2135.2,0.45454545454545453,0.6363636363636364,0.36363636363636365
12087971402,6,341.7,113.89999999999999,0.5,0.5,0.5
12087971501,7,1025.1,256.275,0.42857142857142855,0.5714285714285714,0.42857142857142855
12087971502,12,6466.8,808.35,0.6666666666666666,0.6666666666666666,0.3333333333333333
12087971600,6,1927.8,642.6,0.8333333333333334,0.6666666666666666,0.3333333333333333
12087971700,9,5100.0,1700.0,0.5555555555555556,0.5555555555555556,0.4444444444444444
12087971800,21,0.0,0.0,0.38095238095238093,0.23809523809523808,0.7619047619047619
12087971900,10,1927.8,385.56,0.3,0.5,0.5
12087972000,9,341.7,85.425,0.7777777777777778,0.3333333333333333,0.6666666666666666
12087972100,11,0.0,0.0,0.5454545454545454,0.2727272727272727,0.7272727272727273
12087972200,7,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714
12087972300,9,0.0,0.0,0.3333333333333333,0.1111111111111111,0.8888888888888888
12087972400,4,0.0,0.0,0.5,0.25,0.75
12087972500,4,341.7,113.89999999999999,0.25,0.25,0.75
12087972600,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
12089050101,2,0.0,,0.5,0.5,0.5
12089050102,1,0.0,,0.0,0.0,1.0
12089050202,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
12089050203,2,0.0,0.0,0.0,0.5,0.5
12089050301,4,0.0,0.0,0.0,0.75,0.25
12089050302,4,0.0,0.0,0.5,0.5,0.5
12089050303,4,0.0,,0.25,0.5,0.5
12089050400,1,0.0,,0.0,1.0,0.0
12089050502,8,0.0,0.0,0.5,0.625,0.375
12089050503,4,0.0,0.0,0.5,0.75,0.25
12089050504,3,0.0,,0.6666666666666666,0.3333333333333333,0.6666666666666666
12091023305,1,0.0,,0.0,0.0,1.0
12093910101,6,0.0,0.0,0.3333333333333333,0.8333333333333334,0.16666666666666666
12093910102,5,0.0,0.0,0.2,1.0,0.0
12093910201,5,341.7,170.85,0.2,0.4,0.6
12093910202,1,0.0,0.0,0.0,1.0,0.0
12093910300,4,1927.8,481.95,0.0,0.75,0.25
12093910401,4,1927.8,481.95,0.25,1.0,0.0
12093910402,4,341.7,170.85,0.25,0.5,0.5
12093910403,6,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666
12093910500,6,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333
12093910601,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
12093910602,2,0.0,0.0,0.0,1.0,0.0
12095010300,1,0.0,,1.0,1.0,0.0
12095010400,2,0.0,,0.0,0.5,0.5
12095010500,2,0.0,0.0,0.0,0.5,0.5
12095010802,3,0.0,,0.0,0.3333333333333333,0.6666666666666666
12095011000,4,0.0,0.0,0.25,0.5,0.5
12095011100,4,0.0,0.0,0.25,0.25,0.75
12095011200,2,0.0,0.0,0.5,0.5,0.5
12095011300,1,0.0,,0.0,1.0,0.0
12095011600,5,0.0,0.0,0.6,0.2,0.8
12095011701,4,0.0,0.0,0.25,0.5,0.5
12095011702,12,2269.5,378.25,0.5,0.4166666666666667,0.5833333333333334
12095012000,7,0.0,0.0,0.14285714285714285,0.42857142857142855,0.5714285714285714
12095012100,6,0.0,0.0,0.16666666666666666,0.0,1.0
12095012201,5,0.0,0.0,0.4,0.2,0.8
12095012202,4,341.7,341.7,0.5,0.25,0.75
12095012303,5,0.0,0.0,0.0,0.4,0.6
12095012304,5,0.0,,0.0,0.6,0.4
12095012305,9,341.7,68.34,0.3333333333333333,0.4444444444444444,0.5555555555555556
12095012306,5,0.0,0.0,0.2,0.4,0.6
12095012307,9,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444
12095012401,7,0.0,0.0,0.42857142857142855,0.0,1.0
12095012402,7,0.0,0.0,0.5714285714285714,0.14285714285714285,0.8571428571428571
12095012403,5,0.0,0.0,0.4,0.4,0.6
12095012500,4,0.0,0.0,0.0,0.5,0.5
12095012600,3,0.0,,0.0,1.0,0.0
12095012701,3,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333
12095012800,1,0.0,,0.0,1.0,0.0
12095012900,2,0.0,,0.0,0.5,0.5
12095013201,4,341.7,113.89999999999999,0.25,0.5,0.5
12095013202,3,0.0,,0.3333333333333333,0.0,1.0
12095013300,5,0.0,0.0,0.8,0.2,0.8
12095013402,2,0.0,,0.0,1.0,0.0
12095013405,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
12095013406,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
12095013503,2,0.0,0.0,0.5,0.0,1.0
12095013505,4,341.7,113.89999999999999,0.25,0.5,0.5
12095013507,2,0.0,0.0,0.5,0.0,1.0
12095013508,2,0.0,,0.5,0.5,0.5
12095013509,1,0.0,,0.0,1.0,0.0
12095013510,3,0.0,,0.3333333333333333,0.0,1.0
12095013511,5,1927.8,642.6,0.4,0.6,0.4
12095013512,2,0.0,0.0,0.0,0.5,0.5
12095013603,1,0.0,,0.0,0.0,1.0
12095013604,2,0.0,,0.0,0.5,0.5
12095013605,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
12095013606,7,0.0,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714
12095013607,2,0.0,,0.0,0.5,0.5
12095013701,5,0.0,0.0,0.4,0.2,0.8
12095013801,1,0.0,,1.0,0.0,1.0
12095013802,2,0.0,,0.5,0.5,0.5
12095013900,1,0.0,0.0,0.0,1.0,0.0
12095014000,2,0.0,,0.5,0.5,0.5
12095014100,1,0.0,,1.0,1.0,0.0
12095014200,9,1927.8,642.6,0.2222222222222222,0.5555555555555556,0.4444444444444444
12095014301,6,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666
12095014302,2,0.0,,0.0,0.0,1.0
12095014400,1,0.0,,0.0,1.0,0.0
12095014502,6,0.0,0.0,0.0,0.0,1.0
12095014503,3,0.0,0.0,0.0,0.0,1.0
12095014504,2,0.0,,0.5,0.5,0.5
12095014601,11,0.0,0.0,0.45454545454545453,0.18181818181818182,0.8181818181818182
12095014605,4,2269.5,1134.75,0.0,0.5,0.5
12095014606,3,0.0,0.0,0.0,0.0,1.0
12095014607,4,0.0,0.0,0.0,0.0,1.0
12095014608,4,0.0,0.0,0.5,0.5,0.5
12095014609,5,0.0,0.0,0.0,0.4,0.6
12095014701,9,3855.6,771.12,0.1111111111111111,0.1111111111111111,0.8888888888888888
12095014702,7,0.0,0.0,0.42857142857142855,0.2857142857142857,0.7142857142857143
12095014704,6,0.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666
12095014804,2,0.0,0.0,0.0,1.0,0.0
12095014805,10,0.0,0.0,0.3,0.5,0.5
12095014806,4,0.0,0.0,0.0,0.75,0.25
12095014807,4,0.0,0.0,0.25,0.25,0.75
12095014809,1,0.0,0.0,0.0,1.0,0.0
12095014810,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
12095014812,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
12095014904,2,0.0,,0.5,0.0,1.0
12095014906,4,0.0,0.0,0.25,0.75,0.25
12095014908,9,0.0,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556
12095014909,2,0.0,0.0,0.0,1.0,0.0
12095015002,5,0.0,0.0,0.2,0.8,0.2
12095015003,8,341.7,170.85,0.25,0.25,0.75
12095015004,6,0.0,0.0,0.16666666666666666,0.8333333333333334,0.16666666666666666
12095015103,7,341.7,341.7,0.2857142857142857,0.14285714285714285,0.8571428571428571
12095015104,7,0.0,0.0,0.14285714285714285,0.7142857142857143,0.2857142857142857
12095015105,6,0.0,0.0,0.5,0.16666666666666666,0.8333333333333334
12095015106,2,0.0,,0.0,0.0,1.0
12095015201,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334
12095015202,8,0.0,0.0,0.5,0.375,0.625
12095015300,1,0.0,0.0,1.0,0.0,1.0
12095015501,1,0.0,,0.0,1.0,0.0
12095015601,1,0.0,,1.0,1.0,0.0
12095015602,2,0.0,,0.5,1.0,0.0
12095015702,2,0.0,,0.5,0.5,0.5
12095015802,2,0.0,,1.0,1.0,0.0
12095015901,3,0.0,0.0,0.6666666666666666,0.0,1.0
12095015902,1,0.0,0.0,0.0,0.0,1.0
12095016200,2,0.0,0.0,0.0,0.0,1.0
12095016301,2,0.0,,0.5,0.0,1.0
12095016302,1,0.0,,1.0,0.0,1.0
12095016402,3,0.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666
12095016406,1,341.7,341.7,1.0,0.0,1.0
12095016407,3,0.0,0.0,0.0,0.0,1.0
12095016408,1,0.0,,1.0,0.0,1.0
12095016409,1,0.0,,0.0,0.0,1.0
12095016410,6,341.7,113.89999999999999,0.3333333333333333,0.5,0.5
12095016411,7,0.0,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714
12095016412,2,0.0,,0.0,1.0,0.0
12095016503,4,0.0,0.0,0.75,0.25,0.75
12095016504,6,0.0,0.0,0.5,0.5,0.5
12095016505,1,0.0,,0.0,1.0,0.0
12095016507,5,0.0,0.0,0.2,0.2,0.8
12095016508,4,0.0,0.0,0.75,0.5,0.5
12095016509,6,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333
12095016510,1,0.0,,0.0,0.0,1.0
12095016511,3,341.7,341.7,0.3333333333333333,0.0,1.0
12095016601,10,341.7,68.34,0.2,0.6,0.4
12095016602,4,5100.0,1700.0,0.0,0.25,0.75
12095016704,11,0.0,0.0,0.45454545454545453,0.18181818181818182,0.8181818181818182
12095016709,4,1927.8,642.6,0.25,0.5,0.5
12095016712,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
12095016713,3,0.0,,0.0,0.0,1.0
12095016714,2,0.0,0.0,0.0,1.0,0.0
12095016715,5,0.0,0.0,0.2,0.4,0.6
12095016717,1,0.0,,0.0,1.0,0.0
12095016723,5,0.0,,0.8,0.8,0.2
12095016724,8,0.0,0.0,0.125,0.25,0.75
12095016727,2,0.0,,0.5,0.0,1.0
12095016729,9,0.0,0.0,0.1111111111111111,0.4444444444444444,0.5555555555555556
12095016730,15,0.0,0.0,0.2,0.6666666666666666,0.3333333333333333
12095016732,6,0.0,,0.3333333333333333,0.6666666666666666,0.3333333333333333
12095016733,4,0.0,0.0,0.5,1.0,0.0
12095016734,6,0.0,0.0,0.5,0.5,0.5
12095016802,3,0.0,0.0,0.6666666666666666,1.0,0.0
12095016803,4,0.0,0.0,0.25,0.5,0.5
12095016804,2,0.0,,0.0,0.5,0.5
12095016806,8,0.0,0.0,0.25,0.5,0.5
12095016807,12,0.0,0.0,0.4166666666666667,0.6666666666666666,0.3333333333333333
12095016902,5,341.7,170.85,0.8,0.4,0.6
12095016903,11,341.7,85.425,0.45454545454545453,0.09090909090909091,0.9090909090909091
12095016904,5,341.7,113.89999999999999,0.4,0.4,0.6
12095016906,6,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666
12095016907,1,0.0,,0.0,0.0,1.0
12095017001,4,5100.0,2550.0,0.5,0.5,0.5
12095017004,1,0.0,0.0,1.0,1.0,0.0
12095017006,1,0.0,0.0,0.0,0.0,1.0
12095017008,12,0.0,0.0,0.16666666666666666,0.4166666666666667,0.5833333333333334
12095017011,3,0.0,,0.0,1.0,0.0
12095017013,2,0.0,0.0,0.5,0.5,0.5
12095017014,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
12095017015,2,0.0,,0.5,1.0,0.0
12095017016,5,0.0,0.0,0.2,0.4,0.6
12095017017,1,0.0,,1.0,0.0,1.0
12095017103,1,0.0,0.0,0.0,0.0,1.0
12095017104,8,1927.8,963.9,0.375,0.875,0.125
12095017105,2,0.0,0.0,0.5,1.0,0.0
12095017107,4,0.0,0.0,0.5,0.75,0.25
12095017108,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
12095017200,2,341.7,341.7,0.0,0.0,1.0
12095017300,5,0.0,0.0,0.2,0.2,0.8
12095017400,5,0.0,0.0,0.4,0.8,0.2
12095017501,15,0.0,0.0,0.2,0.4666666666666667,0.5333333333333333
12095017503,4,0.0,0.0,0.25,0.0,1.0
12095017504,8,0.0,0.0,0.375,0.5,0.5
12095017600,6,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334
12095017701,3,0.0,,0.3333333333333333,1.0,0.0
12095017702,1,0.0,,0.0,1.0,0.0
12095017703,4,0.0,,0.25,0.25,0.75
12095017802,11,0.0,0.0,0.2727272727272727,0.5454545454545454,0.45454545454545453
12095017804,8,1927.8,385.56,0.125,0.75,0.25
12095017805,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
12095017806,3,0.0,0.0,0.6666666666666666,1.0,0.0
12095017807,6,0.0,0.0,0.5,0.5,0.5
12095017808,3,0.0,,0.6666666666666666,1.0,0.0
12095017901,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
12095017902,10,0.0,0.0,0.3,0.8,0.2
12095018000,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
12095018100,2,0.0,0.0,0.5,1.0,0.0
12095018200,2,0.0,0.0,0.5,0.0,1.0
12095018300,3,341.7,113.89999999999999,0.3333333333333333,0.0,1.0
12095018500,4,0.0,0.0,0.0,0.5,0.5
12095018700,7,2269.5,453.9,0.2857142857142857,0.14285714285714285,0.8571428571428571
12095018800,2,0.0,0.0,0.5,1.0,0.0
12095018900,4,0.0,0.0,0.0,0.0,1.0
12097040801,1,0.0,,0.0,0.0,1.0
12097040802,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
12097040804,7,0.0,0.0,0.5714285714285714,0.2857142857142857,0.7142857142857143
12097040901,2,0.0,0.0,0.0,0.5,0.5
12097040902,4,0.0,0.0,0.25,0.0,1.0
12097041001,6,1927.8,642.6,0.3333333333333333,0.3333333333333333,0.6666666666666666
12097041002,8,0.0,0.0,0.25,0.75,0.25
12097041100,7,341.7,68.34,0.2857142857142857,0.5714285714285714,0.42857142857142855
12097041300,16,0.0,0.0,0.1875,0.375,0.625
12097041500,1,0.0,,0.0,1.0,0.0
12097041700,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
12097041800,1,0.0,,0.0,0.0,1.0
12097041900,4,0.0,0.0,0.25,0.0,1.0
12097042000,3,5100.0,5100.0,0.3333333333333333,0.0,1.0
12097042100,2,0.0,0.0,0.0,0.0,1.0
12097042200,18,683.4,68.34,0.16666666666666666,0.2777777777777778,0.7222222222222222
12097042300,3,0.0,,0.0,0.3333333333333333,0.6666666666666666
12097042400,2,0.0,,0.0,1.0,0.0
12097042500,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
12097042601,3,341.7,341.7,0.0,0.6666666666666666,0.3333333333333333
12097042602,6,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
12097042701,8,0.0,0.0,0.25,0.375,0.625
