GEO_ID,NAME,B01003_001E,B19013_001E,state,county,tract,state_fips
1400000US48029110100,Census Tract 1101; Bexar County; Texas,3458,40069,48,029,110100,48
1400000US48029110300,Census Tract 1103; Bexar County; Texas,2788,51757,48,029,110300,48
1400000US48029110500,Census Tract 1105; Bexar County; Texas,2259,16607,48,029,110500,48
1400000US48029110600,Census Tract 1106; Bexar County; Texas,6065,20599,48,029,110600,48
1400000US48029110700,Census Tract 1107; Bexar County; Texas,876,18993,48,029,110700,48
1400000US48029111000,Census Tract 1110; Bexar County; Texas,2461,52586,48,029,111000,48
1400000US48029111100,Census Tract 1111; Bexar County; Texas,3926,67525,48,029,111100,48
1400000US48029120100,Census Tract 1201; Bexar County; Texas,5534,85903,48,029,120100,48
1400000US48029120301,Census Tract 1203.01; Bexar County; Texas,3415,114545,48,029,120301,48
1400000US48029120302,Census Tract 1203.02; Bexar County; Texas,4002,230521,48,029,120302,48
1400000US48029120401,Census Tract 1204.01; Bexar County; Texas,2695,74293,48,029,120401,48
1400000US48029120402,Census Tract 1204.02; Bexar County; Texas,3070,250001,48,029,120402,48
1400000US48029120502,Census Tract 1205.02; Bexar County; Texas,5244,44773,48,029,120502,48
1400000US48029120503,Census Tract 1205.03; Bexar County; Texas,3890,48051,48,029,120503,48
1400000US48029120504,Census Tract 1205.04; Bexar County; Texas,6294,55361,48,029,120504,48
1400000US48029120601,Census Tract 1206.01; Bexar County; Texas,2554,58000,48,029,120601,48
1400000US48029120602,Census Tract 1206.02; Bexar County; Texas,3659,84659,48,029,120602,48
1400000US48029120701,Census Tract 1207.01; Bexar County; Texas,5790,62500,48,029,120701,48
1400000US48029120702,Census Tract 1207.02; Bexar County; Texas,4959,81110,48,029,120702,48
1400000US48029120800,Census Tract 1208; Bexar County; Texas,6677,126293,48,029,120800,48
1400000US48029120901,Census Tract 1209.01; Bexar County; Texas,2380,50469,48,029,120901,48
1400000US48029120902,Census Tract 1209.02; Bexar County; Texas,6454,52291,48,029,120902,48
1400000US48029121000,Census Tract 1210; Bexar County; Texas,6541,56940,48,029,121000,48
1400000US48029121110,Census Tract 1211.10; Bexar County; Texas,4747,74583,48,029,121110,48
1400000US48029121111,Census Tract 1211.11; Bexar County; Texas,6993,78538,48,029,121111,48
1400000US48029121112,Census Tract 1211.12; Bexar County; Texas,4093,52110,48,029,121112,48
1400000US48029121115,Census Tract 1211.15; Bexar County; Texas,5053,92309,48,029,121115,48
1400000US48029121116,Census Tract 1211.16; Bexar County; Texas,4902,68715,48,029,121116,48
1400000US48029121117,Census Tract 1211.17; Bexar County; Texas,4850,76791,48,029,121117,48
1400000US48029121118,Census Tract 1211.18; Bexar County; Texas,5582,72976,48,029,121118,48
1400000US48029121119,Census Tract 1211.19; Bexar County; Texas,5326,77814,48,029,121119,48
1400000US48029121120,Census Tract 1211.20; Bexar County; Texas,4695,74695,48,029,121120,48
1400000US48029121121,Census Tract 1211.21; Bexar County; Texas,3155,126406,48,029,121121,48
1400000US48029121122,Census Tract 1211.22; Bexar County; Texas,5144,106985,48,029,121122,48
1400000US48029121123,Census Tract 1211.23; Bexar County; Texas,5204,60735,48,029,121123,48
