disasterNumber,state,declarationTitle,fipsStateCode,fipsCountyCode,designatedArea,storm_name
3569,MS,HURRICANE IDA,28,083,Leflore (County),Ida
3569,MS,HURRICANE IDA,28,085,Lincoln (County),Ida
3569,MS,HURRICANE IDA,28,087,Lowndes (County),Ida
3569,MS,HURRICANE IDA,28,089,Madison (County),Ida
3569,MS,HURRICANE IDA,28,091,Marion (County),Ida
3569,MS,HURRICANE IDA,28,093,Marshall (County),Ida
3569,MS,HURRICANE IDA,28,095,Monroe (County),Ida
3569,MS,HURRICANE IDA,28,097,Montgomery (County),Ida
3569,MS,HURRICANE IDA,28,099,Neshoba (County),Ida
3569,MS,HURRICANE IDA,28,101,Newton (County),Ida
3569,MS,HURRICANE IDA,28,103,Noxubee (County),Ida
3569,MS,HURRICANE IDA,28,105,Oktibbeha (County),Ida
3569,MS,HURRICANE IDA,28,107,Panola (County),Ida
3569,MS,HURRICANE IDA,28,109,Pearl River (County),Ida
3569,MS,HURRICANE IDA,28,111,Perry (County),Ida
3569,MS,HURRICANE IDA,28,113,Pike (County),Ida
3569,MS,HURRICANE IDA,28,115,Pontotoc (County),Ida
3569,MS,HURRICANE IDA,28,117,Prentiss (County),Ida
3569,MS,HURRICANE IDA,28,119,Quitman (County),Ida
3569,MS,HURRICANE IDA,28,121,Rankin (County),Ida
3569,MS,HURRICANE IDA,28,123,Scott (County),Ida
3569,MS,HURRICANE IDA,28,125,Sharkey (County),Ida
3569,MS,HURRICANE IDA,28,127,Simpson (County),Ida
3569,MS,HURRICANE IDA,28,129,Smith (County),Ida
3569,MS,HURRICANE IDA,28,131,Stone (County),Ida
3569,MS,HURRICANE IDA,28,133,Sunflower (County),Ida
3569,MS,HURRICANE IDA,28,135,Tallahatchie (County),Ida
3569,MS,HURRICANE IDA,28,137,Tate (County),Ida
3569,MS,HURRICANE IDA,28,139,Tippah (County),Ida
3569,MS,HURRICANE IDA,28,141,Tishomingo (County),Ida
3569,MS,HURRICANE IDA,28,143,Tunica (County),Ida
3569,MS,HURRICANE IDA,28,145,Union (County),Ida
3569,MS,HURRICANE IDA,28,147,Walthall (County),Ida
3569,MS,HURRICANE IDA,28,149,Warren (County),Ida
3569,MS,HURRICANE IDA,28,151,Washington (County),Ida
3569,MS,HURRICANE IDA,28,153,Wayne (County),Ida
3569,MS,HURRICANE IDA,28,155,Webster (County),Ida
3569,MS,HURRICANE IDA,28,157,Wilkinson (County),Ida
3569,MS,HURRICANE IDA,28,159,Winston (County),Ida
3569,MS,HURRICANE IDA,28,161,Yalobusha (County),Ida
3569,MS,HURRICANE IDA,28,163,Yazoo (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,005,Bronx (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,027,Dutchess (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,047,Kings (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,059,Nassau (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,061,New York (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,071,Orange (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,079,Putnam (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,081,Queens (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,085,Richmond (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,087,Rockland (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,103,Suffolk (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,105,Sullivan (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,111,Ulster (County),Ida
3572,NY,REMNANTS OF HURRICANE IDA,36,119,Westchester (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,001,Atlantic (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,003,Bergen (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,005,Burlington (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,007,Camden (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,009,Cape May (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,011,Cumberland (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,013,Essex (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,015,Gloucester (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,017,Hudson (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,019,Hunterdon (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,021,Mercer (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,023,Middlesex (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,025,Monmouth (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,027,Morris (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,029,Ocean (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,031,Passaic (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,033,Salem (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,035,Somerset (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,037,Sussex (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,039,Union (County),Ida
3573,NJ,REMNANTS OF HURRICANE IDA,34,041,Warren (County),Ida
4611,LA,HURRICANE IDA,22,001,Acadia (Parish),Ida
4611,LA,HURRICANE IDA,22,003,Allen (Parish),Ida
4611,LA,HURRICANE IDA,22,005,Ascension (Parish),Ida
4611,LA,HURRICANE IDA,22,007,Assumption (Parish),Ida
4611,LA,HURRICANE IDA,22,009,Avoyelles (Parish),Ida
4611,LA,HURRICANE IDA,22,011,Beauregard (Parish),Ida
4611,LA,HURRICANE IDA,22,013,Bienville (Parish),Ida
4611,LA,HURRICANE IDA,22,015,Bossier (Parish),Ida
4611,LA,HURRICANE IDA,22,017,Caddo (Parish),Ida
4611,LA,HURRICANE IDA,22,019,Calcasieu (Parish),Ida
4611,LA,HURRICANE IDA,22,021,Caldwell (Parish),Ida
4611,LA,HURRICANE IDA,22,023,Cameron (Parish),Ida
4611,LA,HURRICANE IDA,22,025,Catahoula (Parish),Ida
4611,LA,HURRICANE IDA,22,027,Claiborne (Parish),Ida
4611,LA,HURRICANE IDA,22,029,Concordia (Parish),Ida
4611,LA,HURRICANE IDA,22,031,De Soto (Parish),Ida
4611,LA,HURRICANE IDA,22,033,East Baton Rouge (Parish),Ida
4611,LA,HURRICANE IDA,22,035,East Carroll (Parish),Ida
4611,LA,HURRICANE IDA,22,037,East Feliciana (Parish),Ida
4611,LA,HURRICANE IDA,22,039,Evangeline (Parish),Ida
4611,LA,HURRICANE IDA,22,041,Franklin (Parish),Ida
4611,LA,HURRICANE IDA,22,043,Grant (Parish),Ida
4611,LA,HURRICANE IDA,22,045,Iberia (Parish),Ida
4611,LA,HURRICANE IDA,22,047,Iberville (Parish),Ida
4611,LA,HURRICANE IDA,22,049,Jackson (Parish),Ida
4611,LA,HURRICANE IDA,22,051,Jefferson (Parish),Ida
4611,LA,HURRICANE IDA,22,053,Jefferson Davis (Parish),Ida
4611,LA,HURRICANE IDA,22,055,Lafayette (Parish),Ida
4611,LA,HURRICANE IDA,22,057,Lafourche (Parish),Ida
4611,LA,HURRICANE IDA,22,059,La Salle (Parish),Ida
4611,LA,HURRICANE IDA,22,061,Lincoln (Parish),Ida
4611,LA,HURRICANE IDA,22,063,Livingston (Parish),Ida
4611,LA,HURRICANE IDA,22,065,Madison (Parish),Ida
4611,LA,HURRICANE IDA,22,067,Morehouse (Parish),Ida
4611,LA,HURRICANE IDA,22,069,Natchitoches (Parish),Ida
4611,LA,HURRICANE IDA,22,071,Orleans (Parish),Ida
4611,LA,HURRICANE IDA,22,073,Ouachita (Parish),Ida
4611,LA,HURRICANE IDA,22,075,Plaquemines (Parish),Ida
4611,LA,HURRICANE IDA,22,077,Pointe Coupee (Parish),Ida
4611,LA,HURRICANE IDA,22,079,Rapides (Parish),Ida
4611,LA,HURRICANE IDA,22,081,Red River (Parish),Ida
4611,LA,HURRICANE IDA,22,083,Richland (Parish),Ida
4611,LA,HURRICANE IDA,22,085,Sabine (Parish),Ida
4611,LA,HURRICANE IDA,22,087,St. Bernard (Parish),Ida
4611,LA,HURRICANE IDA,22,089,St. Charles (Parish),Ida
4611,LA,HURRICANE IDA,22,091,St. Helena (Parish),Ida
4611,LA,HURRICANE IDA,22,093,St. James (Parish),Ida
4611,LA,HURRICANE IDA,22,095,St. John the Baptist (Parish),Ida
4611,LA,HURRICANE IDA,22,097,St. Landry (Parish),Ida
4611,LA,HURRICANE IDA,22,099,St. Martin (Parish),Ida
4611,LA,HURRICANE IDA,22,101,St. Mary (Parish),Ida
4611,LA,HURRICANE IDA,22,103,St. Tammany (Parish),Ida
4611,LA,HURRICANE IDA,22,105,Tangipahoa (Parish),Ida
4611,LA,HURRICANE IDA,22,107,Tensas (Parish),Ida
4611,LA,HURRICANE IDA,22,109,Terrebonne (Parish),Ida
4611,LA,HURRICANE IDA,22,111,Union (Parish),Ida
4611,LA,HURRICANE IDA,22,113,Vermilion (Parish),Ida
4611,LA,HURRICANE IDA,22,115,Vernon (Parish),Ida
4611,LA,HURRICANE IDA,22,117,Washington (Parish),Ida
4611,LA,HURRICANE IDA,22,119,Webster (Parish),Ida
4611,LA,HURRICANE IDA,22,121,West Baton Rouge (Parish),Ida
4611,LA,HURRICANE IDA,22,123,West Carroll (Parish),Ida
4611,LA,HURRICANE IDA,22,125,West Feliciana (Parish),Ida
4611,LA,HURRICANE IDA,22,127,Winn (Parish),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,001,Atlantic (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,003,Bergen (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,005,Burlington (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,007,Camden (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,009,Cape May (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,011,Cumberland (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,013,Essex (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,015,Gloucester (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,017,Hudson (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,019,Hunterdon (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,021,Mercer (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,023,Middlesex (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,025,Monmouth (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,027,Morris (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,029,Ocean (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,031,Passaic (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,033,Salem (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,035,Somerset (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,037,Sussex (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,039,Union (County),Ida
4614,NJ,REMNANTS OF HURRICANE IDA,34,041,Warren (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,005,Bronx (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,027,Dutchess (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,047,Kings (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,059,Nassau (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,061,New York (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,071,Orange (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,079,Putnam (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,081,Queens (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,085,Richmond (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,087,Rockland (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,103,Suffolk (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,105,Sullivan (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,111,Ulster (County),Ida
4615,NY,REMNANTS OF HURRICANE IDA,36,119,Westchester (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,009,Bedford (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,017,Bucks (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,029,Chester (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,043,Dauphin (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,045,Delaware (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,057,Fulton (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,061,Huntingdon (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,079,Luzerne (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,091,Montgomery (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,095,Northampton (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,101,Philadelphia (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,107,Schuylkill (County),Ida
4618,PA,REMNANTS OF HURRICANE IDA,42,133,York (County),Ida
4626,MS,HURRICANE IDA,28,001,Adams (County),Ida
4626,MS,HURRICANE IDA,28,003,Alcorn (County),Ida
4626,MS,HURRICANE IDA,28,005,Amite (County),Ida
4626,MS,HURRICANE IDA,28,007,Attala (County),Ida
4626,MS,HURRICANE IDA,28,009,Benton (County),Ida
4626,MS,HURRICANE IDA,28,011,Bolivar (County),Ida
4626,MS,HURRICANE IDA,28,013,Calhoun (County),Ida
4626,MS,HURRICANE IDA,28,015,Carroll (County),Ida
4626,MS,HURRICANE IDA,28,017,Chickasaw (County),Ida
4626,MS,HURRICANE IDA,28,019,Choctaw (County),Ida
4626,MS,HURRICANE IDA,28,021,Claiborne (County),Ida
4626,MS,HURRICANE IDA,28,023,Clarke (County),Ida
4626,MS,HURRICANE IDA,28,025,Clay (County),Ida
4626,MS,HURRICANE IDA,28,027,Coahoma (County),Ida
4626,MS,HURRICANE IDA,28,029,Copiah (County),Ida
4626,MS,HURRICANE IDA,28,031,Covington (County),Ida
4626,MS,HURRICANE IDA,28,033,DeSoto (County),Ida
4626,MS,HURRICANE IDA,28,035,Forrest (County),Ida
4626,MS,HURRICANE IDA,28,037,Franklin (County),Ida
4626,MS,HURRICANE IDA,28,039,George (County),Ida
4626,MS,HURRICANE IDA,28,041,Greene (County),Ida
4626,MS,HURRICANE IDA,28,043,Grenada (County),Ida
4626,MS,HURRICANE IDA,28,045,Hancock (County),Ida
4626,MS,HURRICANE IDA,28,047,Harrison (County),Ida
4626,MS,HURRICANE IDA,28,049,Hinds (County),Ida
4626,MS,HURRICANE IDA,28,051,Holmes (County),Ida
4626,MS,HURRICANE IDA,28,053,Humphreys (County),Ida
4626,MS,HURRICANE IDA,28,055,Issaquena (County),Ida
4626,MS,HURRICANE IDA,28,057,Itawamba (County),Ida
4626,MS,HURRICANE IDA,28,059,Jackson (County),Ida
4626,MS,HURRICANE IDA,28,061,Jasper (County),Ida
4626,MS,HURRICANE IDA,28,063,Jefferson (County),Ida
4626,MS,HURRICANE IDA,28,065,Jefferson Davis (County),Ida
4626,MS,HURRICANE IDA,28,067,Jones (County),Ida
4626,MS,HURRICANE IDA,28,069,Kemper (County),Ida
4626,MS,HURRICANE IDA,28,071,Lafayette (County),Ida
4626,MS,HURRICANE IDA,28,073,Lamar (County),Ida
4626,MS,HURRICANE IDA,28,075,Lauderdale (County),Ida
4626,MS,HURRICANE IDA,28,077,Lawrence (County),Ida
4626,MS,HURRICANE IDA,28,079,Leake (County),Ida
4626,MS,HURRICANE IDA,28,081,Lee (County),Ida
4626,MS,HURRICANE IDA,28,083,Leflore (County),Ida
4626,MS,HURRICANE IDA,28,085,Lincoln (County),Ida
4626,MS,HURRICANE IDA,28,087,Lowndes (County),Ida
4626,MS,HURRICANE IDA,28,089,Madison (County),Ida
4626,MS,HURRICANE IDA,28,091,Marion (County),Ida
4626,MS,HURRICANE IDA,28,093,Marshall (County),Ida
4626,MS,HURRICANE IDA,28,095,Monroe (County),Ida
4626,MS,HURRICANE IDA,28,097,Montgomery (County),Ida
4626,MS,HURRICANE IDA,28,099,Neshoba (County),Ida
4626,MS,HURRICANE IDA,28,101,Newton (County),Ida
4626,MS,HURRICANE IDA,28,103,Noxubee (County),Ida
4626,MS,HURRICANE IDA,28,105,Oktibbeha (County),Ida
4626,MS,HURRICANE IDA,28,107,Panola (County),Ida
4626,MS,HURRICANE IDA,28,109,Pearl River (County),Ida
4626,MS,HURRICANE IDA,28,111,Perry (County),Ida
4626,MS,HURRICANE IDA,28,113,Pike (County),Ida
4626,MS,HURRICANE IDA,28,115,Pontotoc (County),Ida
4626,MS,HURRICANE IDA,28,117,Prentiss (County),Ida
4626,MS,HURRICANE IDA,28,119,Quitman (County),Ida
4626,MS,HURRICANE IDA,28,121,Rankin (County),Ida
4626,MS,HURRICANE IDA,28,123,Scott (County),Ida
4626,MS,HURRICANE IDA,28,125,Sharkey (County),Ida
4626,MS,HURRICANE IDA,28,127,Simpson (County),Ida
4626,MS,HURRICANE IDA,28,129,Smith (County),Ida
4626,MS,HURRICANE IDA,28,131,Stone (County),Ida
4626,MS,HURRICANE IDA,28,133,Sunflower (County),Ida
4626,MS,HURRICANE IDA,28,135,Tallahatchie (County),Ida
4626,MS,HURRICANE IDA,28,137,Tate (County),Ida
4626,MS,HURRICANE IDA,28,139,Tippah (County),Ida
4626,MS,HURRICANE IDA,28,141,Tishomingo (County),Ida
4626,MS,HURRICANE IDA,28,143,Tunica (County),Ida
4626,MS,HURRICANE IDA,28,145,Union (County),Ida
4626,MS,HURRICANE IDA,28,147,Walthall (County),Ida
4626,MS,HURRICANE IDA,28,149,Warren (County),Ida
4626,MS,HURRICANE IDA,28,151,Washington (County),Ida
4626,MS,HURRICANE IDA,28,153,Wayne (County),Ida
4626,MS,HURRICANE IDA,28,155,Webster (County),Ida
4626,MS,HURRICANE IDA,28,157,Wilkinson (County),Ida
4626,MS,HURRICANE IDA,28,159,Winston (County),Ida
4626,MS,HURRICANE IDA,28,161,Yalobusha (County),Ida
4626,MS,HURRICANE IDA,28,163,Yazoo (County),Ida
4627,DE,REMNANTS OF HURRICANE IDA,10,003,New Castle (County),Ida
4629,CT,REMNANTS OF HURRICANE IDA,09,000,Mashantucket Pequot Indian Reservation,Ida
4629,CT,REMNANTS OF HURRICANE IDA,09,000,Mohegan Trust Lands,Ida
4629,CT,REMNANTS OF HURRICANE IDA,09,001,"Fairfield (County)(in PMSA 1160,1930,5760,8040)",Ida
4629,CT,REMNANTS OF HURRICANE IDA,09,005,"Litchfield (County)(in (P)MSA 1170,1930,3280,8880)",Ida
4629,CT,REMNANTS OF HURRICANE IDA,09,007,"Middlesex (County)(in (P)MSA 3280,5020,5480)",Ida
4629,CT,REMNANTS OF HURRICANE IDA,09,009,"New Haven (County)(in (P)MSA 1160,5480,8880)",Ida
4629,CT,REMNANTS OF HURRICANE IDA,09,011,"New London (County)(in (P)MSA 3280,5520)",Ida
1791,TX,HURRICANE IKE,48,001,Anderson (County),Ike
1791,TX,HURRICANE IKE,48,005,Angelina (County),Ike
1791,TX,HURRICANE IKE,48,007,Aransas (County),Ike
1791,TX,HURRICANE IKE,48,015,Austin (County),Ike
1791,TX,HURRICANE IKE,48,037,Bowie (County),Ike
1791,TX,HURRICANE IKE,48,039,Brazoria (County),Ike
1791,TX,HURRICANE IKE,48,041,Brazos (County),Ike
1791,TX,HURRICANE IKE,48,051,Burleson (County),Ike
1791,TX,HURRICANE IKE,48,057,Calhoun (County),Ike
1791,TX,HURRICANE IKE,48,067,Cass (County),Ike
1791,TX,HURRICANE IKE,48,071,Chambers (County),Ike
1791,TX,HURRICANE IKE,48,073,Cherokee (County),Ike
1791,TX,HURRICANE IKE,48,157,Fort Bend (County),Ike
1791,TX,HURRICANE IKE,48,167,Galveston (County),Ike
1791,TX,HURRICANE IKE,48,183,Gregg (County),Ike
1791,TX,HURRICANE IKE,48,185,Grimes (County),Ike
1791,TX,HURRICANE IKE,48,199,Hardin (County),Ike
1791,TX,HURRICANE IKE,48,201,Harris (County),Ike
1791,TX,HURRICANE IKE,48,203,Harrison (County),Ike
1791,TX,HURRICANE IKE,48,225,Houston (County),Ike
1791,TX,HURRICANE IKE,48,241,Jasper (County),Ike
1791,TX,HURRICANE IKE,48,245,Jefferson (County),Ike
1791,TX,HURRICANE IKE,48,289,Leon (County),Ike
1791,TX,HURRICANE IKE,48,291,Liberty (County),Ike
1791,TX,HURRICANE IKE,48,313,Madison (County),Ike
1791,TX,HURRICANE IKE,48,315,Marion (County),Ike
1791,TX,HURRICANE IKE,48,321,Matagorda (County),Ike
1791,TX,HURRICANE IKE,48,331,Milam (County),Ike
1791,TX,HURRICANE IKE,48,339,Montgomery (County),Ike
1791,TX,HURRICANE IKE,48,343,Morris (County),Ike
1791,TX,HURRICANE IKE,48,347,Nacogdoches (County),Ike
1791,TX,HURRICANE IKE,48,351,Newton (County),Ike
1791,TX,HURRICANE IKE,48,355,Nueces (County),Ike
1791,TX,HURRICANE IKE,48,361,Orange (County),Ike
1791,TX,HURRICANE IKE,48,365,Panola (County),Ike
1791,TX,HURRICANE IKE,48,373,Polk (County),Ike
1791,TX,HURRICANE IKE,48,395,Robertson (County),Ike
1791,TX,HURRICANE IKE,48,401,Rusk (County),Ike
1791,TX,HURRICANE IKE,48,403,Sabine (County),Ike
1791,TX,HURRICANE IKE,48,405,San Augustine (County),Ike
1791,TX,HURRICANE IKE,48,407,San Jacinto (County),Ike
1791,TX,HURRICANE IKE,48,409,San Patricio (County),Ike
1791,TX,HURRICANE IKE,48,419,Shelby (County),Ike
1791,TX,HURRICANE IKE,48,423,Smith (County),Ike
1791,TX,HURRICANE IKE,48,455,Trinity (County),Ike
1791,TX,HURRICANE IKE,48,457,Tyler (County),Ike
1791,TX,HURRICANE IKE,48,459,Upshur (County),Ike
1791,TX,HURRICANE IKE,48,471,Walker (County),Ike
1791,TX,HURRICANE IKE,48,473,Waller (County),Ike
1791,TX,HURRICANE IKE,48,477,Washington (County),Ike
1791,TX,HURRICANE IKE,48,481,Wharton (County),Ike
1792,LA,HURRICANE IKE,22,001,Acadia (Parish),Ike
1792,LA,HURRICANE IKE,22,003,Allen (Parish),Ike
1792,LA,HURRICANE IKE,22,011,Beauregard (Parish),Ike
1792,LA,HURRICANE IKE,22,013,Bienville (Parish),Ike
1792,LA,HURRICANE IKE,22,019,Calcasieu (Parish),Ike
1792,LA,HURRICANE IKE,22,023,Cameron (Parish),Ike
1792,LA,HURRICANE IKE,22,029,Concordia (Parish),Ike
1792,LA,HURRICANE IKE,22,031,De Soto (Parish),Ike
1792,LA,HURRICANE IKE,22,045,Iberia (Parish),Ike
1792,LA,HURRICANE IKE,22,051,Jefferson (Parish),Ike
1792,LA,HURRICANE IKE,22,053,Jefferson Davis (Parish),Ike
1792,LA,HURRICANE IKE,22,057,Lafourche (Parish),Ike
1792,LA,HURRICANE IKE,22,063,Livingston (Parish),Ike
1792,LA,HURRICANE IKE,22,069,Natchitoches (Parish),Ike
1792,LA,HURRICANE IKE,22,071,Orleans (Parish),Ike
1792,LA,HURRICANE IKE,22,075,Plaquemines (Parish),Ike
1792,LA,HURRICANE IKE,22,081,Red River (Parish),Ike
1792,LA,HURRICANE IKE,22,085,Sabine (Parish),Ike
1792,LA,HURRICANE IKE,22,087,St. Bernard (Parish),Ike
1792,LA,HURRICANE IKE,22,089,St. Charles (Parish),Ike
1792,LA,HURRICANE IKE,22,095,St. John the Baptist (Parish),Ike
1792,LA,HURRICANE IKE,22,099,St. Martin (Parish),Ike
1792,LA,HURRICANE IKE,22,101,St. Mary (Parish),Ike
1792,LA,HURRICANE IKE,22,103,St. Tammany (Parish),Ike
1792,LA,HURRICANE IKE,22,105,Tangipahoa (Parish),Ike
1792,LA,HURRICANE IKE,22,109,Terrebonne (Parish),Ike
1792,LA,HURRICANE IKE,22,111,Union (Parish),Ike
1792,LA,HURRICANE IKE,22,113,Vermilion (Parish),Ike
1792,LA,HURRICANE IKE,22,115,Vernon (Parish),Ike
1797,AL,SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE IKE,01,003,Baldwin (County),Ike
1797,AL,SEVERE STORMS AND FLOODING ASSOCIATED WITH HURRICANE IKE,01,097,Mobile (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,007,Ballard (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,015,Boone (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,027,Breckinridge (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,029,Bullitt (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,033,Caldwell (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,035,Calloway (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,037,Campbell (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,039,Carlisle (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,041,Carroll (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,055,Crittenden (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,059,Daviess (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,075,Fulton (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,077,Gallatin (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,083,Graves (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,091,Hancock (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,101,Henderson (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,105,Hickman (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,107,Hopkins (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,111,Jefferson (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,117,Kenton (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,139,Livingston (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,143,Lyon (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,145,McCracken (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,149,McLean (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,157,Marshall (County),Ike
1802,KY,SEVERE WIND STORM ASSOCIATED WITH TROPICAL DEPRESSION IKE,21,163,Meade (County),Ike
