disasterNumber,state,declarationTitle,fipsStateCode,fipsCountyCode,designatedArea,storm_name
3223,UT,HURRICANE KATRINA EVACUATION,49,029,Morgan (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,031,Piute (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,033,Rich (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,035,Salt Lake (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,037,San Juan (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,039,Sanpete (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,041,Sevier (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,043,Summit (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,045,Tooele (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,047,Uintah (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,049,Utah (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,051,Wasatch (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,053,Washington (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,055,Wayne (County),Katrina
3223,UT,HURRICANE KATRINA EVACUATION,49,057,Weber (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,001,Adams (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,003,Alamosa (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,005,Arapahoe (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,007,Archuleta (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,009,Baca (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,011,Bent (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,013,Boulder (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,014,Broomfield (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,015,Chaffee (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,017,Cheyenne (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,019,Clear Creek (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,021,Conejos (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,023,Costilla (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,025,Crowley (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,027,Custer (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,029,Delta (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,031,Denver (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,033,Dolores (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,035,Douglas (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,037,Eagle (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,039,Elbert (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,041,El Paso (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,043,Fremont (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,045,Garfield (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,047,Gilpin (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,049,Grand (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,051,Gunnison (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,053,Hinsdale (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,055,Huerfano (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,057,Jackson (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,059,Jefferson (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,061,Kiowa (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,063,Kit Carson (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,065,Lake (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,067,La Plata (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,069,Larimer (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,071,Las Animas (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,073,Lincoln (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,075,Logan (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,077,Mesa (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,079,Mineral (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,081,Moffat (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,083,Montezuma (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,085,Montrose (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,087,Morgan (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,089,Otero (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,091,Ouray (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,093,Park (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,095,Phillips (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,097,Pitkin (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,099,Prowers (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,101,Pueblo (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,103,Rio Blanco (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,105,Rio Grande (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,107,Routt (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,109,Saguache (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,111,San Juan (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,113,San Miguel (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,115,Sedgwick (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,117,Summit (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,119,Teller (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,121,Washington (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,123,Weld (County),Katrina
3224,CO,HURRICANE KATRINA EVACUATION,08,125,Yuma (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,001,Alcona (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,003,Alger (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,005,Allegan (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,007,Alpena (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,009,Antrim (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,011,Arenac (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,013,Baraga (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,015,Barry (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,017,Bay (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,019,Benzie (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,021,Berrien (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,023,Branch (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,025,Calhoun (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,027,Cass (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,029,Charlevoix (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,031,Cheboygan (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,033,Chippewa (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,035,Clare (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,037,Clinton (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,039,Crawford (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,041,Delta (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,043,Dickinson (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,045,Eaton (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,047,Emmet (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,049,Genesee (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,051,Gladwin (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,053,Gogebic (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,055,Grand Traverse (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,057,Gratiot (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,059,Hillsdale (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,061,Houghton (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,063,Huron (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,065,Ingham (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,067,Ionia (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,069,Iosco (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,071,Iron (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,073,Isabella (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,075,Jackson (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,077,Kalamazoo (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,079,Kalkaska (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,081,Kent (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,083,Keweenaw (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,085,Lake (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,087,Lapeer (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,089,Leelanau (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,091,Lenawee (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,093,Livingston (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,095,Luce (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,097,Mackinac (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,099,Macomb (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,101,Manistee (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,103,Marquette (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,105,Mason (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,107,Mecosta (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,109,Menominee (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,111,Midland (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,113,Missaukee (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,115,Monroe (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,117,Montcalm (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,119,Montmorency (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,121,Muskegon (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,123,Newaygo (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,125,Oakland (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,127,Oceana (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,129,Ogemaw (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,131,Ontonagon (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,133,Osceola (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,135,Oscoda (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,137,Otsego (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,139,Ottawa (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,141,Presque Isle (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,143,Roscommon (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,145,Saginaw (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,147,St. Clair (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,149,St. Joseph (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,151,Sanilac (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,153,Schoolcraft (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,155,Shiawassee (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,157,Tuscola (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,159,Van Buren (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,161,Washtenaw (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,163,Wayne (County),Katrina
3225,MI,HURRICANE KATRINA EVACUATION,26,165,Wexford (County),Katrina
3226,DC,HURRICANE KATRINA EVACUATION,11,001,District of Columbia (County-equivalent),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,001,Adams (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,003,Asotin (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,005,Benton (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,007,Chelan (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,009,Clallam (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,011,Clark (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,013,Columbia (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,015,Cowlitz (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,017,Douglas (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,019,Ferry (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,021,Franklin (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,023,Garfield (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,025,Grant (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,027,Grays Harbor (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,029,Island (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,031,Jefferson (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,033,King (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,035,Kitsap (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,037,Kittitas (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,039,Klickitat (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,041,Lewis (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,043,Lincoln (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,045,Mason (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,047,Okanogan (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,049,Pacific (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,051,Pend Oreille (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,053,Pierce (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,055,San Juan (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,057,Skagit (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,059,Skamania (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,061,Snohomish (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,063,Spokane (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,065,Stevens (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,067,Thurston (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,069,Wahkiakum (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,071,Walla Walla (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,073,Whatcom (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,075,Whitman (County),Katrina
3227,WA,HURRICANE KATRINA EVACUATION,53,077,Yakima (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,001,Baker (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,003,Benton (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,005,Clackamas (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,007,Clatsop (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,009,Columbia (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,011,Coos (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,013,Crook (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,015,Curry (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,017,Deschutes (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,019,Douglas (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,021,Gilliam (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,023,Grant (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,025,Harney (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,027,Hood River (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,029,Jackson (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,031,Jefferson (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,033,Josephine (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,035,Klamath (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,037,Lake (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,039,Lane (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,041,Lincoln (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,043,Linn (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,045,Malheur (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,047,Marion (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,049,Morrow (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,051,Multnomah (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,053,Polk (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,055,Sherman (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,057,Tillamook (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,059,Umatilla (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,061,Union (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,063,Wallowa (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,065,Wasco (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,067,Washington (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,069,Wheeler (County),Katrina
3228,OR,HURRICANE KATRINA EVACUATION,41,071,Yamhill (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,001,Bernalillo (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,003,Catron (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,005,Chaves (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,006,Cibola (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,007,Colfax (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,009,Curry (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,011,DeBaca (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,013,Dona Ana (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,015,Eddy (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,017,Grant (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,019,Guadalupe (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,021,Harding (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,023,Hidalgo (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,025,Lea (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,027,Lincoln (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,028,Los Alamos (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,029,Luna (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,031,McKinley (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,033,Mora (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,035,Otero (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,037,Quay (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,039,Rio Arriba (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,041,Roosevelt (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,043,Sandoval (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,045,San Juan (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,047,San Miguel (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,049,Santa Fe (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,051,Sierra (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,053,Socorro (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,055,Taos (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,057,Torrance (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,059,Union (County),Katrina
3229,NM,HURRICANE KATRINA EVACUATION,35,061,Valencia (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,001,Adams (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,003,Alexander (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,005,Bond (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,007,Boone (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,009,Brown (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,011,Bureau (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,013,Calhoun (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,015,Carroll (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,017,Cass (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,019,Champaign (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,021,Christian (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,023,Clark (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,025,Clay (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,027,Clinton (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,029,Coles (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,031,Cook (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,033,Crawford (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,035,Cumberland (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,037,DeKalb (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,039,De Witt (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,041,Douglas (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,043,DuPage (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,045,Edgar (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,047,Edwards (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,049,Effingham (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,051,Fayette (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,053,Ford (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,055,Franklin (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,057,Fulton (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,059,Gallatin (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,061,Greene (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,063,Grundy (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,065,Hamilton (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,067,Hancock (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,069,Hardin (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,071,Henderson (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,073,Henry (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,075,Iroquois (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,077,Jackson (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,079,Jasper (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,081,Jefferson (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,083,Jersey (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,085,Jo Daviess (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,087,Johnson (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,089,Kane (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,091,Kankakee (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,093,Kendall (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,095,Knox (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,097,Lake (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,099,La Salle (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,101,Lawrence (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,103,Lee (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,105,Livingston (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,107,Logan (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,109,McDonough (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,111,McHenry (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,113,McLean (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,115,Macon (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,117,Macoupin (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,119,Madison (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,121,Marion (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,123,Marshall (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,125,Mason (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,127,Massac (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,129,Menard (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,131,Mercer (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,133,Monroe (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,135,Montgomery (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,137,Morgan (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,139,Moultrie (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,141,Ogle (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,143,Peoria (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,145,Perry (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,147,Piatt (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,149,Pike (County),Katrina
3230,IL,HURRICANE KATRINA EVACUATION,17,151,Pope (County),Katrina
