tract_geoid,disasterNumber,applications,ppfvl_sum,ppfvl_mean,tsa_eligible_rate,owner_rate,renter_rate,storm_name
12011020210,4337,6,0.0,0.0,0.1666666666666666,0.8333333333333334,0.1666666666666666,Irma
12011020211,4337,5,0.0,0.0,0.2,1.0,0.0,Irma
12011020212,4337,2,0.0,0.0,0.5,1.0,0.0,Irma
12011020302,4337,6,341.7,113.9,0.5,0.0,1.0,Irma
12011020308,4337,9,0.0,0.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,Irma
12011020309,4337,6,0.0,0.0,0.1666666666666666,0.6666666666666666,0.3333333333333333,Irma
12011020311,4337,1,0.0,,0.0,1.0,0.0,Irma
12011020312,4337,3,0.0,,0.6666666666666666,0.3333333333333333,0.6666666666666666,Irma
12011020313,4337,3,0.0,0.0,0.6666666666666666,1.0,0.0,Irma
12011020315,4337,1,0.0,0.0,1.0,0.0,1.0,Irma
12011020316,4337,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,Irma
12011020317,4337,1,0.0,,0.0,0.0,1.0,Irma
12011020318,4337,11,341.7,113.9,0.3636363636363636,0.3636363636363636,0.6363636363636364,Irma
12011020319,4337,1,0.0,,0.0,0.0,1.0,Irma
12011020320,4337,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,Irma
12011020323,4337,2,0.0,,0.0,0.5,0.5,Irma
12011020324,4337,2,0.0,0.0,0.0,0.0,1.0,Irma
12011020325,4337,1,0.0,,1.0,1.0,0.0,Irma
12011020326,4337,4,0.0,,0.0,0.0,1.0,Irma
12011020404,4337,11,0.0,0.0,0.1818181818181818,0.5454545454545454,0.4545454545454545,Irma
12011020405,4337,6,0.0,0.0,0.1666666666666666,0.5,0.5,Irma
12011020406,4337,9,0.0,0.0,0.3333333333333333,1.0,0.0,Irma
12011020407,4337,10,0.0,0.0,0.4,0.6,0.4,Irma
12011020409,4337,6,0.0,0.0,0.1666666666666666,0.5,0.5,Irma
12011020411,4337,6,0.0,0.0,0.3333333333333333,0.8333333333333334,0.1666666666666666,Irma
12011020412,4337,1,341.7,341.7,1.0,0.0,1.0,Irma
12011020413,4337,11,0.0,0.0,0.5454545454545454,0.0909090909090909,0.9090909090909092,Irma
12011020414,4337,8,0.0,0.0,0.375,0.5,0.5,Irma
12011020415,4337,6,0.0,,0.5,0.5,0.5,Irma
12011020501,4337,3,0.0,0.0,0.6666666666666666,0.0,1.0,Irma
12011020502,4337,8,0.0,0.0,0.125,0.25,0.75,Irma
12011030100,4337,3,0.0,,0.3333333333333333,0.6666666666666666,0.3333333333333333,Irma
12011030201,4337,2,0.0,,0.5,0.5,0.5,Irma
12011030202,4337,3,0.0,0.0,0.6666666666666666,0.0,1.0,Irma
12011030203,4337,1,0.0,,0.0,1.0,0.0,Irma
12011030301,4337,2,0.0,0.0,0.0,0.0,1.0,Irma
12011030302,4337,6,0.0,0.0,0.6666666666666666,0.1666666666666666,0.8333333333333334,Irma
12011030401,4337,6,341.7,341.7,0.3333333333333333,0.6666666666666666,0.3333333333333333,Irma
12011030402,4337,4,341.7,341.7,0.0,0.5,0.5,Irma
12011030500,4337,4,0.0,0.0,0.25,0.5,0.5,Irma
12011030600,4337,12,683.4,75.93333333333334,0.0,0.3333333333333333,0.6666666666666666,Irma
12011030702,4337,2,0.0,0.0,0.0,0.5,0.5,Irma
12011030703,4337,2,0.0,,0.5,0.0,1.0,Irma
12011030704,4337,1,0.0,0.0,0.0,1.0,0.0,Irma
12011030801,4337,8,341.7,48.81428571428571,0.125,0.0,1.0,Irma
12011030802,4337,4,0.0,0.0,0.0,0.5,0.5,Irma
12011030902,4337,1,0.0,,1.0,0.0,1.0,Irma
12011030903,4337,4,0.0,,0.5,0.5,0.5,Irma
12011030904,4337,3,0.0,0.0,0.3333333333333333,1.0,0.0,Irma
12011031001,4337,3,341.7,341.7,0.6666666666666666,0.3333333333333333,0.6666666666666666,Irma
12011031002,4337,8,0.0,0.0,0.25,0.625,0.375,Irma
12011031101,4337,3,0.0,0.0,0.6666666666666666,0.0,1.0,Irma
12011031102,4337,3,0.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666,Irma
12011031202,4337,3,0.0,,0.0,0.3333333333333333,0.6666666666666666,Irma
12011031205,4337,1,0.0,,0.0,1.0,0.0,Irma
